vid,cid,title,description
KF7ejkBhu1k,UCdEfsAy6rUDPnm9HwKA_asg,Is Islam Right About Women?,"The meme of the year triggers the conversation we need to have about women, politics, Islam, and the patriarchal future of the ..."
4n0KlBJ-k-Q,UCdEfsAy6rUDPnm9HwKA_asg,Billie Eilish&#39;s new Satanic Anthem,Billie Eilish has released a new music video which unapologetically satanic and misanthropic. Apparently it's about climate ...
cYptNFkMYp8,UCdEfsAy6rUDPnm9HwKA_asg,Game of Cucks | Why Jon Snow is the archetypal Western man *CONTAINS SPOILERS*,https://rationalrise.com/2019/05/14/jon-snow-is-the-archetypal-modern-western-man/ https://rationalrise.com https://rationalrise.tv.
TFqWsMn0rrk,UCdEfsAy6rUDPnm9HwKA_asg,👺 Britain: Anglican Priest sentenced to life in prison for misgendering | FAKE NEWS FRIDAY 🎭,An Anglican priest has been arrested and sent to prison for life for the criminal act of misgendering! Don't be a Nazi! Norman ...
K7OCGtBo_tE,UCdEfsAy6rUDPnm9HwKA_asg,IS JORDAN PETERSON LYING TO US? Jordan vs Vox Day (NEW SHOW ANNOUNCEMENT!),WATCH THE WHOLE SERIES HERE: http://therationalrise.com/jordanetics Vox Day has written an incredibly damning polemical ...
4LG7Af186_c,UCdEfsAy6rUDPnm9HwKA_asg,Sven Löwe Gratitude Report,This segment with Sven was featured in Foxy's Christmas Extravaganza. You can watch watch the whole 7 hour show here: ...
65MWh7mu1Bw,UCdEfsAy6rUDPnm9HwKA_asg,🎅🎄🌟 Have Yourself A Merry Little Christmas 🌟🎄🎅,"It's Christmas Eve! I hope this Christmas is a truly magical one for you and your family, and full of joy and love and goodwill to all ..."
-zuhNFgimyU,UCdEfsAy6rUDPnm9HwKA_asg,🎄🇪🇺 All I Want For Xmas Is EU 🇪🇺🎄 Theresa May Brexit Fail Mix,DOWNLOAD THIS SONG (and album) HERE: https://jamesfoxhiggins.bandcamp.com/ Song performed by James Fox Higgins.
ixEO1FpWTio,UCdEfsAy6rUDPnm9HwKA_asg,Bitcoin is Free Speech,On the recent banning of Sargon of Akkad from Patreon and the subsequent exodus by other Intellectual Dark Web types such as ...
2OKr-F8TmDc,UCdEfsAy6rUDPnm9HwKA_asg,🎄🦌 DRIVING HOME FOR CHRISTMAS ⛪ JAMES FOX HIGGINS 🎅 🔔,"Please join me on Christmas Day for The James Fox Higgins Show's Christmas Extravaganza, brought to you by The Rational ..."
Fz_VZDDvQ2E,UCdEfsAy6rUDPnm9HwKA_asg,THE AUSTRALIAN IS FAKE NEWS!,The Weekend Australian recently published a hit-piece article by Rick Morton making false links between the recent LibertyFest ...
7WoKnW4WjD0,UCdEfsAy6rUDPnm9HwKA_asg,SHARIA BLASPHEMY LAW IN AUSTRALIA | Lauren Southern Threatened By Police,Lauren Southern was implicitly threatened by a high-ranking member of the NSW Police with arrest should she walk through a ...
nMILWSbtans,UCdEfsAy6rUDPnm9HwKA_asg,Why is Lauren Southern a Racist Dog? ADDENDUM,"VIDEO REMADE TO ADDRESS SOME MISTAKES OF MINE*** This week in Adelaide, members of organised left-wing ..."
omnCycXbEcc,UCdEfsAy6rUDPnm9HwKA_asg,Victim-blaming VicPol | LAUREN SOUTHERN FINED FOR BEING PROTESTED!,"On Friday the 20th of July 2018, a violent mob of terrorists attempted to hold peaceful ticket purchasers of Lauren Southern and ..."
tpc5mnXj5CE,UCdEfsAy6rUDPnm9HwKA_asg,She Loves Refugees | LAUREN SOUTHERN ATTACKED!,"Last night in Melbourne, Australia, a political speaking event featuring Lauren Southern and Stefan Molyneux of Freedomain ..."
p5Rl0lBYmAk,UCdEfsAy6rUDPnm9HwKA_asg,My First Easter as a Christian,James recently celebrated his first Easter since becoming a practicing Christian. Find out what happened and what it meant for ...
5PItyHV9fsQ,UCdEfsAy6rUDPnm9HwKA_asg,BOOK OF THE WEEK | The Happiness Trap by Russ Harris,"Special guest Sam Harden presents his review and thoughts about Russ Harris's book The Happiness Trap, its tools that aid our ..."
zRx3_FX4_EE,UCdEfsAy6rUDPnm9HwKA_asg,JESUS TALK | Which Christian Denomination Is True?,"Jesus Talk Q&A: ""How do you go about choosing a Christian denomination?"" James discusses his own non-denominational ..."
ezv0fEBPNVA,UCdEfsAy6rUDPnm9HwKA_asg,Natural Inequality &amp; The Left&#39;s Desire for the Unearned,"James shares a theory with Scott Crowe (Independent Man) about the true common root of leftist ideology, and their desire for the ..."
wJ6pfYYUB_Q,UCdEfsAy6rUDPnm9HwKA_asg,Book Of The Week | The Strange Death of Europe by Douglas Murray,"Scott Crowe (aka Independent Man) offers his thoughts on Douglas Murray's controversial book ""The Strange Death of Europe"", ..."
13JnpIOekKc,UCdEfsAy6rUDPnm9HwKA_asg,Lauren Southern Suing the UK w/ Independent Man,"Lauren Southern, Brittany Pettibone and Martin Sellner are banding together to sue the UK for their being detained for 3 days and ..."
600Ke9jKeDY,UCdEfsAy6rUDPnm9HwKA_asg,Sven is a Red-Pilled Refugee of Communism,Sven gives a brief history of his childhood escape from Eastern Germany in the late 1980s as his family left the soviet nation to ...
4KC38QfLgwI,UCdEfsAy6rUDPnm9HwKA_asg,Wim Hof | The Ice Man,"Sven met one of his heroes this week, Wim Hof, the ""crazy old dutch guy"" who subjects himself to extreme environmental ..."
HVxccp-T4n4,UCdEfsAy6rUDPnm9HwKA_asg,Justin Trudeau &amp; The Death of Western Justice,In the wake of the Patrick Brown sexual misconduct allegations and his resignation from the position of Party Leader of the PC ...
iZALBXbUnZ8,UCdEfsAy6rUDPnm9HwKA_asg,Book Of The Week | The Diamond Age by Neal Stephenson,James & Sven discuss the book The Diamond Age (or The Young Lady's Illustrated Primer) by Neal Stephenson. The book is rich ...
_reTugWXuzQ,UCdEfsAy6rUDPnm9HwKA_asg,Book Of The Week | The Magician&#39;s Nephew | The Hobbit,James Fox Higgins reviews and compares The Magician's Nephew by CS Lewis and The Hobbit by JRR Tolkien. Both books ...
0N75MVVP24k,UCdEfsAy6rUDPnm9HwKA_asg,NICK GILLESPIE (reason.com) interview on Permissionless Innovation #FRIEDMAN17,"SUPPORT OUR CHANNEL, so we can make more videos, more often! Books: http://a.co/62rGRfy Patreon: ..."
YQujP6qShaM,UCdEfsAy6rUDPnm9HwKA_asg,CLAIRE LEHMANN (Quillette.com) interview #FRIEDMAN17,"SUPPORT OUR CHANNEL, so we can make more videos, more often! Books: http://a.co/62rGRfy Patreon: ..."
Ih4-rdL2GC8,UCdEfsAy6rUDPnm9HwKA_asg,MARKETS: The Gods That Libertarians Worship w/ PROF MIKE MUNGER (Duke University) #FRIEDMAN17,"SUPPORT OUR CHANNEL, so we can make more videos, more often! Books: http://a.co/62rGRfy Patreon: ..."
fugTVfqMABQ,UCdEfsAy6rUDPnm9HwKA_asg,How to Succeed in Media w/ EZRA LEVANT (TheRebel.Media) #FRIEDMAN17,"SUPPORT OUR CHANNEL, so we can make more videos, more often! Books: http://a.co/62rGRfy Patreon: ..."
O-lK34yjVzU,UCdEfsAy6rUDPnm9HwKA_asg,!!! INDEPENDENT MAN REVEALED !!! #FRIEDMAN17,"SUPPORT OUR CHANNEL, so we can make more videos, more often! Books: http://a.co/62rGRfy Patreon: ..."
mzxn34Kn8QQ,UC2w1CQqPli4w94-PCg2UvJQ,"Proper Stream, Preview and Schedule","https://cozy.tv/althype Wednesday, Thursday, Saturday, Sunday 7pm EST."
tbVQZ3vT1Qw,UC2w1CQqPli4w94-PCg2UvJQ,The Covid Program (2?),Whoa! https://www.bitchute.com/video/D5tCL0dUP6Rx/ https://dlive.tv/TheAltHype.
ZiLYKb7BM-0,UC2w1CQqPli4w94-PCg2UvJQ,The Covid Program Advert,https://odysee.com/@TheAltHype:6/1_1:7 https://www.bitchute.com/video/2Sga9sty22mx/ ...
-yYGBz2n_fw,UC2w1CQqPli4w94-PCg2UvJQ,Meet me at Subscribestar,"https://www.subscribestar.com/ryan-faulk Subscribestar is only monthly, not per-post, so I can post a high volume of stuff without ..."
z43wBkqa_2M,UC2w1CQqPli4w94-PCg2UvJQ,The Political Consequences of Declining Testosterone,https://www.bitchute.com/video/JLXj5VcVxRhI/ ...
sIxKpZb8iS0,UC2w1CQqPli4w94-PCg2UvJQ,The Nazi-Communist Pipeline was Real.,Video here: ...
PuMerbKJRwc,UC2w1CQqPli4w94-PCg2UvJQ,&quot;Causey&quot; People are the source of our misfortune.,"Bitchute link: https://www.bitchute.com/video/xOxH9fI5zk9I/ If Bitchute link isn't working or still processing, here's the audio file: ..."
O8sO86jRdOM,UCHC60upCUfq7EAfw6oDQRDA,Australian Aboriginals and Bushmen / Pygmies: Race with Lowest Measured IQ,https://discord.gg/StE3xzn.
o1OGU5Bmv94,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor on CNN - &quot;Muslims have been a Terrible Problem for Europe&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor ...
YEVeFzePoj4,UCHC60upCUfq7EAfw6oDQRDA,You can Pinch an Asian Babies Nose,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Asian babies will ...
ufTNTPdFefU,UCHC60upCUfq7EAfw6oDQRDA,&quot;Jews tend to take the Intellectual Lead in most Movements&quot;,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Partly awkward, ..."
moEPY8kIhts,UCHC60upCUfq7EAfw6oDQRDA,Accepting &#39;&#39;Fundamental and Primeval&quot; Racial Differences - Lee Kuan Yew,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Lee's views on ..."
ZjrHUxN0HQU,UCHC60upCUfq7EAfw6oDQRDA,Why We Can&#39;t Tickle Ourselves,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker Full ...
M-N6RmSLY0Q,UCHC60upCUfq7EAfw6oDQRDA,&#39;White People Invented Freedom of Speech&#39; - Interesting Retort to Guilt Tactic,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Lining up ..."
bUdkzI5YMOk,UCHC60upCUfq7EAfw6oDQRDA,East-Asian&#39;s IQ Profile &quot;Better Visual Spatial&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Charles Murray on ...
kIOzBlphHBs,UCHC60upCUfq7EAfw6oDQRDA,Are Jews Really Smarter Than Anyone Else?,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Charles Murray ...
qW2WCxShRJA,UCHC60upCUfq7EAfw6oDQRDA,Ideological Illness in the White Mind - &#39;Our Job Is to Be the Doctors&#39;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist French Speaker: ...
Ke5LnzrElNw,UCHC60upCUfq7EAfw6oDQRDA,White Power: European Military Superiority,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Dr. Michael Levin ...
FSb-skTLtXk,UCHC60upCUfq7EAfw6oDQRDA,Reaching out to Liberals &quot;We have to get them on our side&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Not specifically ...
6bEGmNVeWIY,UCHC60upCUfq7EAfw6oDQRDA,Most Scientists Don&#39;t Know the Truth - &quot;You have to judge for yourself&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J. Philippe ...
s0fhElasBYs,UCHC60upCUfq7EAfw6oDQRDA,Race Realist Dating Service: Using Genetic-Similairty Theory to Find Mates,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J Philippe Rushton ...
-MpynACND8o,UCHC60upCUfq7EAfw6oDQRDA,Douglas Murray vs White Guilt,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""This is masochism ..."
Cphq4DZfFLw,UCHC60upCUfq7EAfw6oDQRDA,The &#39;Tragic&#39; Reason for Black/ White IQ Difference,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Full Clip: ...
Ba7eS3Qx8qA,UCHC60upCUfq7EAfw6oDQRDA,Liberal&#39;s Hypersensitivity About Race &quot;Feel They Are the Defenders of Minorities&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Bill O'Reilly and ...
kuARFR_lyjA,UCHC60upCUfq7EAfw6oDQRDA,Demographic Threat to Jewish Israel - &#39;Don&#39;t want to be flooded by Arabs&#39;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Benny Morris on ...
uTp8AAx8SE4,UCHC60upCUfq7EAfw6oDQRDA,"Before the Race Wars, There Was the Spreadsheet Wars!",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Anti-GUI is a ...
OL9fAEKrRiY,UCHC60upCUfq7EAfw6oDQRDA,Having Artistic Courage and Ignoring Taboos about Race,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Quentin Tarantino ...
r8RFJAr0lQQ,UCHC60upCUfq7EAfw6oDQRDA,Why Egalitarians Think &quot;Race Realism&quot; = &quot;White Supremacy&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Michael Levin ...
RuRgx4o8pCk,UCHC60upCUfq7EAfw6oDQRDA,Charles Murray to Race-Deniers: &#39;You&#39;re going to be disappointed&#39;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker (Not ...
NwTnvtU8d44,UCHC60upCUfq7EAfw6oDQRDA,White Disposition Will End ... Or Whites Will,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor on ...
XtL-xyDqdKU,UCHC60upCUfq7EAfw6oDQRDA,&quot;We have the Right to be Us&quot; - White People&#39;s Right to Survive,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor ...
UV9Pv8BwBM4,UCHC60upCUfq7EAfw6oDQRDA,"Low IQ May Affect Races Differently - Whites Dysfunctional, Blacks Functional",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J. Philippe ...
OB9aEP0vaSc,UCHC60upCUfq7EAfw6oDQRDA,Intellectual Honesty about Prejudicial Impulses,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Martin Amis: ...
N5aVRmL6OVA,UCHC60upCUfq7EAfw6oDQRDA,Publishing Battles with &#39;Anti-Racists&#39; - J Philippe Rushton,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""All hell broke ..."
qU-j_XsPVMk,UCHC60upCUfq7EAfw6oDQRDA,Why Blacks Are Good at Sports - Race Differences in Skeletal System,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J Philippe Rushton ...
epJDvL_gBBs,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor on the Importance of Activsts,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""What remains is ..."
q-aJc7eBIcg,UCHC60upCUfq7EAfw6oDQRDA,Tribute to J. Philippe Rushton (1943-2012),"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Through it all, Phil ..."
KGMcBQhOy-Y,UCHC60upCUfq7EAfw6oDQRDA,Race Realism: The Only Reason Necessary,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Because its real"" ..."
yf06rpICK-4,UCHC60upCUfq7EAfw6oDQRDA,Diversity: Strength or Weakness?,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""You find this, you ..."
izLc2gnPteQ,UCHC60upCUfq7EAfw6oDQRDA,Beyond Cultural Marxism/ Political Correctness,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker on ...
e5ivF5fnYP4,UCHC60upCUfq7EAfw6oDQRDA,Why Are People Diffrent?,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker.
eqHJ_cTwaGA,UCHC60upCUfq7EAfw6oDQRDA,The Greatest Enemy of the White Race,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Produced by the ...
43Mmrwe590A,UCHC60upCUfq7EAfw6oDQRDA,Find Your Old Youtube Comments! - BETA,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist UPDATE: Does'nt ...
D3TdGAw3Z18,UCHC60upCUfq7EAfw6oDQRDA,John Derbyshire at his Best: African Americans and the Million Man March 5/5,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ...
8Wt8VesvBi4,UCHC60upCUfq7EAfw6oDQRDA,Ideology vs Genetics - Why the Left &amp; Right Deny Human Nature,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker.
3BzlnXxqEWM,UCHC60upCUfq7EAfw6oDQRDA,Dinesh D Souza justifies Racial Profiling &quot;Rational Discrmination&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
HJSCTkt8-bY,UCHC60upCUfq7EAfw6oDQRDA,&quot;Africa needs a Hand-up not a Hand-out&quot; Rick Warren&#39;s,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
Dp63_lZ6tf4,UCHC60upCUfq7EAfw6oDQRDA,"Interracial Relations: &#39;Be Wary, But Look for the Angels&#39;",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Joseph Sobran.
L9TawqMcjDw,UCHC60upCUfq7EAfw6oDQRDA,Ethics Morality and Eugenics &quot;The greatest challenges we face&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
xxkkjjmHY6Y,UCHC60upCUfq7EAfw6oDQRDA,Rising Tide of Colour - The End of White America 2/2,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""We need to form a ..."
oYRCnkl2o5M,UCHC60upCUfq7EAfw6oDQRDA,Blaming the Bankers - Steven Pinker on the Societal Distruct of Middle-Men,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
8IAVE4DCXIk,UCHC60upCUfq7EAfw6oDQRDA,Australian Philosopher says Eugenics is a Moral Obligation,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
24fW58VnaBw,UCHC60upCUfq7EAfw6oDQRDA,Robert Spencer&#39;s Grim Prediction for Europe &quot;England will be an Islamic State&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Small group of ...
TCCENZ5D7ss,UCHC60upCUfq7EAfw6oDQRDA,"Mexican President slams Arizona&#39;s Immigration Laws, in US Congress - Democrats applaud",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist.
4AREio-qI_Q,UCHC60upCUfq7EAfw6oDQRDA,Hypocrisy of White-Guilt &quot;There is lots of things wrong with Saudi-Arab TODAY!&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor gets ...
cuPIn8VPpXk,UCHC60upCUfq7EAfw6oDQRDA,Bill O&#39;Reilly on America&#39;s New Welfare State &quot;The White Establishment Is Now The Minority&quot;,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""The point is ..."
Pvg33cCcCzI,UCHC60upCUfq7EAfw6oDQRDA,Human Nature Denying &#39;Idealistic Societies Create Disaster&#39;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker.
PXfDkKbK1OY,UCHC60upCUfq7EAfw6oDQRDA,Philosopher on the Taboo of Black on Black Violence,Excerpt from an interview of Sam Harris (by David Pakman) Full interview: ...
Fj_7DZYZzC4,UCHC60upCUfq7EAfw6oDQRDA,Sargon of Akkad vs Race Realist,"Support Sargon of Akkad on SubscribeStar, his YouTube channel has recently been completely demonetized."
J58gQXjXIEc,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor Talking to Skeptical Black Audience,The Q&A from the New York Premiere of Race War. Look for the entire discussion on the 3-disc DVD edition of Race War coming ...
iEnM_fualmg,UCHC60upCUfq7EAfw6oDQRDA,Jewish Intellectuals: Excellent Allies or Tireless Adversarys,Jared Taylor on Jewish allies to Race Realism.
59S1OmtsZZo,UCHC60upCUfq7EAfw6oDQRDA,&quot;More Diversity Within Racial Groups Than Between Racial Groups&quot;,Jared Taylor on the infamous mantra known as Lewontin's Fallacy ...
-pssDth__Rk,UCHC60upCUfq7EAfw6oDQRDA,Reverse Racism - Left&#39;s Shameless Hostility to White People,Coleman Hughes - Race & Identity Politics | Exploring Minds w/ Michele Carroll Ep. 6 ...
kQRckA5XKmA,UCHC60upCUfq7EAfw6oDQRDA,Sam Harris&#39; Excellent Neanderthal DNA Example,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Sam Harris in his ...
3nu1qi2CXEc,UCHC60upCUfq7EAfw6oDQRDA,Bell Curve Revisited - &#39;Group Differences will Soon be Undeniable&#39;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Bill Kristol and ...
yNUK2crjmlY,UCHC60upCUfq7EAfw6oDQRDA,J. Philippe Rushton Radio Interview - Race and Intelligence,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""DNA pioneer ..."
1VvZGNJGopM,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor on 60 Minutes Australia - &quot;I Consider it my Duty&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor ...
Zzv0hGwbWH4,UCHC60upCUfq7EAfw6oDQRDA,Sam Harris on Race Realism &quot;Honest Discussion is not Racism&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Sam Harris ...
sqYCvnRIzkc,UCHC60upCUfq7EAfw6oDQRDA,"Andrew Sullivan: Multiculturalism, Free Speech, Anti-White Attitudes",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Full video: ...
3LpNw9WX4ss,UCHC60upCUfq7EAfw6oDQRDA,Gregory Cochran Savages Epigenetics &quot;Youre an idiot!&quot;,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Ah, epigenetics, ..."
H75a7UvVP_E,UCHC60upCUfq7EAfw6oDQRDA,Why Women are Better Nurturers,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven E. Rhoads ...
HyOHySHc3f4,UCHC60upCUfq7EAfw6oDQRDA,"Steven Pinker | Jews, genes, and intelligence - Q&amp;A Highlights",https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Highlights from the ...
lNvaUVOZ6hg,UCHC60upCUfq7EAfw6oDQRDA,Race Denial as a Quasi Religion,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist RamzPaul on how ...
RD6Lf18Lwfw,UCHC60upCUfq7EAfw6oDQRDA,Black Poverty: Caused by White Sin or Biology,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Repatriationists ..."
XPBwto31qsw,UCHC60upCUfq7EAfw6oDQRDA,&quot;Emotional Intelligence is Subset of Intelligence&quot;,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""Sceptics might ..."
xuRfQFvhsds,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor on why hes not a &quot;Racist&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Full Interview: ...
-llQviu-OTI,UCHC60upCUfq7EAfw6oDQRDA,6 Ways Race Realism Can Go Mainstream - John Derbyshire,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist 2015 Full Debate: ...
YpNOPA1ATwo,UCHC60upCUfq7EAfw6oDQRDA,Genetic Testing Proves &quot;African American&quot; Man is not Actually African,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Small interview ...
EVJlzXUVtVg,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor on Alt-Right &quot;Reject Egalitarian Orthodoxies of our Time&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor on ...
z13VvVD5J2Y,UCHC60upCUfq7EAfw6oDQRDA,Alan Colmes Interviews Jared Taylor about Donald Trump,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Alan Colmes talks ...
z041DGPtFHU,UCHC60upCUfq7EAfw6oDQRDA,Jared Taylor responds to Dylan Roof Shooting,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jared Taylor ...
v1lPl-AvjWI,UCHC60upCUfq7EAfw6oDQRDA,Origins of Eugenics - James Watson,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist James Watson ...
0uB7S7Ckjvc,UCHC60upCUfq7EAfw6oDQRDA,Murder of the &quot;Mentally ill&quot; in Nazi Germany (Bernburg),https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Benno Müller-Hill ...
Cmg4fV5mAKs,UCHC60upCUfq7EAfw6oDQRDA,Jordan Peterson Destroys Gender Denying Idealogue,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Jordan Peterson ...
WdKcNCdZPK4,UCHC60upCUfq7EAfw6oDQRDA,&quot;Silence Creates Victims Too&quot; - The Darkside of White Guilt,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Trevor Phillips on ...
9B_QH0NJzQs,UCHC60upCUfq7EAfw6oDQRDA,&quot;We Prefer Segregation&quot; - Inconvenient Truths about Race,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Clipped from the ...
9Pc6HF_9RH4,UCHC60upCUfq7EAfw6oDQRDA,Principle of Equality vs Group Differences - Darwinism Discussion,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Steven Pinker and ...
QabbKuTaZ0s,UCHC60upCUfq7EAfw6oDQRDA,How Jews Confuse Ethics and Politics &quot;Politics of Vanity&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist While discussing ...
SG3nm-Autsg,UCHC60upCUfq7EAfw6oDQRDA,Asian Race Highlights - &quot;The Pacific Century&quot;,"https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist ""There goes the ..."
ScGU2WscFA4,UCHC60upCUfq7EAfw6oDQRDA,HIV/AIDS in African Populations &quot;Major Threat to Blacks&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J Philippe Rushton ...
F29SrufZyF4,UCHC60upCUfq7EAfw6oDQRDA,Why Do Women Have Smaller Brains Than Men? &quot;A Real Scientific Paradox&quot;,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist J Philippe Rushton ...
olV9LzQLFAg,UCHC60upCUfq7EAfw6oDQRDA,Unfit for Love - Humans Maladaptation for Long Term Relationships,https://discord.gg/StE3xzn Please consider supporting this channel: https://www.patreon.com/AustralianRealist Julian Savulescu ...
