title,country,mbfc_page,bias_raw,factual,label,url,channel_id
TruthOrFiction.com,US,center,leastbiased05,,C,https://www.truthorfiction.com/,
TVW Washington State,US,center,leastbiased05,,C,http://www.tvw.org/,UCJfdBErVr7q8xoeYanwdniA
United Press International (UPI),US,center,leastbiased09,,C,https://www.upi.com,
Undark,US,center,leastbiased03,,C,https://undark.org,UC_utssQkw4zdS5mXCAw5gRw
USA Spending,US,center,leastbiased05,Veryhigh,C,https://www.usaspending.gov/,
United States House of Representatives (House.gov),US,center,leastbiased05,,C,https://www.house.gov/,
Utah Standard Examiner,US,center,leastbiased07,,C,http://www.standard.net/,UC8pu_8ZZFjXQaubpihVJ9TA
USA Facts,US,center,leastbiased05,Veryhigh,C,http://www.usafacts.org/,UChwTFs3rYtFi-6ujmKtv-9Q
Vocativ,US,center,leastbiased02,,C,http://www.vocativ.com/,UCe2PK9vNxfogdvkx4jqB8uQ
Voice of America,US,center,leastbiased03,High,C,https://www.voanews.com,UCVSNOxehfALut52NbkfRBaA
Voice of San Diego,US,center,leastbiased01,,C,http://www.voiceofsandiego.org/,UCJ1kk-8qzkXq_onYZ9gvVOg
Vos Iz Neias,US,center,leastbiased03,,C,https://www.vosizneias.com,UCBJwrtGLeuUHiMNvOKKOdMA
Vote Smart,US,center,leastbiased05,High,C,https://justfacts.votesmart.org/,UCotyq23nOVEuMz2vR69w8hw
Waco Tribune Herald,US,center,leastbiased04,,C,https://www.wacotrib.com,UCq0tRNs5APM6MCyKgtqinFg
WCAX3,US,center,leastbiased03,High,C,https://www.wcax.com/,UCn7285bO_vEziJ9brPtkFMA
Washington's Top News (WTOP),US,center,leastbiased04,,C,https://wtop.com,UCIFD9TMCLBXvJJMe2OpCtCA
We Are The Mighty,US,center,leastbiased09,,C,http://www.wearethemighty.com/,UCTWm3nwRTFpGsPCM-yPsQnA
WFMZ,US,center,leastbiased03,High,C,https://www.wfmz.com/,UCeJX2RHhMt-IR5MDoeGHXLA
Winona Daily News,US,center,leastbiased03,,C,http://www.winonadailynews.com,UCmCjq1ntaTU-KP2u_3GLQgg
Winston Salem Journal,US,center,leastbiased01,,C,http://www.journalnow.com/,UCwey-PekJ3C42TscHjusolQ
WOFL Fox 35 Orlando,US,center,leastbiased04,High,C,https://www.fox35orlando.com/,UCuXT13wiqK56NR7QSfDWpvg
Wisconsin State Journal,US,center,leastbiased04,,C,http://host.madison.com/wsj/,
World News,US,center,leastbiased07,MostlyFactual,C,https://wn.com/,
World Politics Review,US,center,leftcenter06,High,LC,https://www.worldpoliticsreview.com/,UCBQz2pcWSzKbXQvu8YKEeGQ
Worldometers,US,center,leastbiased05,High,C,https://www.worldometers.info/,
World Population Review,US,center,leastbiased05,MostlyFactual,C,http://worldpopulationreview.com/,
World Resources Institute (WRI),US,center,leastbiased03,,C,http://www.wri.org/,UC575w7dIjLvGCnz4M1kgSsQ
WRAL,US,center,leastbiased03,,C,http://www.wral.com/,UCfmkz6A3aTJwJzox2xhAuRw
WSAZ News Channel,US,center,leastbiased03,High,C,https://www.wsaz.com/,UCrcuU0JXXy8oIBqEB13mrwA
WTAE Pittsburgh's Action News 4,US,center,leastbiased02,High,C,https://www.wtae.com/,UCWAsWgFVqxDzwExfOdYjAcg
WTVF - NewsChannel5,US,center,leastbiased03,High,C,https://www.newschannel5.com/,UCO6kzQ-7wcG0x8W5LpBA9RQ
WVEC - 13NewsNow,US,center,leastbiased03,High,C,https://www.13newsnow.com/,UCODc8Pa-_WUMaVRp9dvmNmw
WUSA9.com,US,center,leastbiased03,High,C,https://www.wusa9.com/,UCcT6w3xUyVshyR2_2vrMp1w
WTXF TV Fox 29,US,center,leastbiased04,High,C,https://www.fox29.com/,UCqdOvfSmM2NKRNE0FSbATuw
ZDNet,US,center,leastbiased03,High,C,https://www.zdnet.com/,UCr9QWb5RKLfaunjKHJZAdQQ
WXIA - 11Alive.com,US,center,leastbiased03,High,C,https://www.11alive.com/,UCzF4Ryn8TKn64md77gS5Q5Q
71 Republic,US,right-center,rightcenter03,High,RC,https://71republic.com/,UC_3m4qhO-atwb9qva7aBNqQ
Advocates for Self Government,US,right-center,rightcenter02,MostlyFactual,RC,https://www.theadvocates.org/,UCs0LaNiTc6johW8EsvMvtRg
Against Crony Capitialism,US,right-center,rightcenter01,High,RC,https://www.ac2news.com,UCeiubpgeWb8NvCU4AekwtyA
AL.com (Alabama News),US,right-center,rightcenter05,High,RC,https://www.al.com/,UCAEp26oeWu9jMo5E7tNB2kQ
Albuquerque Journal,US,right-center,rightcenter10,High,RC,https://www.abqjournal.com/,UClfbSj-gmJ5J02lAbMYAFkQ
American Action Forum,US,right-center,rightcenter03,MostlyFactual,RC,https://www.americanactionforum.org/,UCPnnL0B2tHFIsvR4Ub37nkw
American Affairs Journal,US,right-center,rightcenter07,High,RC,https://americanaffairsjournal.org,
American Firearms Institute,US,right-center,rightcenter05,High,RC,http://www.americanfirearms.org,
American Institute for Economic Research,US,right-center,rightcenter06,High,RC,https://aier.org,UCetPXywjiWobIEU4gXOg-tQ
Americas Quarterly,US,right-center,rightcenter08,High,RC,http://www.americasquarterly.org/,UC0w2YZBwuQyfav_0kCGsO5Q
American Council on Science and Health,US,right-center,rightcenter09,High,RC,https://www.acsh.org,UCPu_mODE4FGtKcACHH57kvg
ArcaMax,US,right-center,rightcenter04,MostlyFactual,RC,https://www.arcamax.com/,
Anti War,US,right-center,rightcenter02,MostlyFactual,RC,https://www.antiwar.com,UC0-KJv5GsEeUcntoj4UoaqQ
Argus Leader,US,right-center,rightcenter07,High,RC,https://www.argusleader.com,UCnd4U4dCZC7odQiytVBk43w
Arkansas Democrat Gazette,US,right-center,rightcenter06,High,RC,https://www.arkansasonline.com/,UCbyEnE6SRWUld03ZxhYjZvQ
Atlantic Council,US,right-center,rightcenter07,High,RC,https://www.atlanticcouncil.org,UCw0y9zO1RXI6uEzoKbbnxTQ
Barron's,US,right-center,rightcenter09,High,RC,https://www.barrons.com,
Being Libertarian,US,right-center,rightcenter01,MostlyFactual,RC,https://beinglibertarian.com/,UChNCtunNxRHny_nr1LFRASA
Billings Gazette,US,right-center,rightcenter11,High,RC,https://billingsgazette.com/,UCoumKpcPlYB3z1C4h1MlzQg
Boston Herald,US,right-center,rightcenter09,High,RC,https://www.bostonherald.com/,UCqihn-jTsq9s4HsLEyJQM3A
Breakthrough Institute,US,right-center,rightcenter10,High,RC,https://thebreakthrough.org,UC_5PggHZeMb7rwTJsS76uwA
Bipartisan Policy Center,US,right-center,rightcenter11,MostlyFactual,RC,https://bipartisanpolicy.org,UCr1L-KDu5MZMPpmV-gr48fQ
Breaking Defense,US,right-center,rightcenter05,High,RC,http://breakingdefense.com/,UCVSKAAIMVle0gZswkfys5jw
Campaign for Liberty,US,right-center,rightcenter01,Mixed,RC,http://campaignforliberty.org/,UCzvj8nE-A1EtDgiMq4ETEiw
California Globe,US,right-center,rightcenter05,Mixed,RC,https://californiaglobe.com/,
California Political Review,US,right-center,rightcenter04,High,RC,http://www.capoliticalreview.com/,
Capitalism Magazine,US,right-center,rightcenter05,High,RC,https://www.capitalismmagazine.com/,UCiGfPObJ4XMimc1691Gfbiw
Cato Institute,US,right-center,rightcenter01,High,RC,https://www.cato.org/,UCyl7zwI6giPG6zC3uC8GGVg
Check Your Fact,US,right-center,rightcenter09,High,RC,https://checkyourfact.com/,
Center for the National Interest,US,right-center,rightcenter06,High,RC,http://cftni.org/,UCgp3Ipjacu00pea4DD1bU_w
Chicago Tribune,US,right-center,rightcenter09,High,RC,https://www.chicagotribune.com/,UCB2aea_wLJJaklTOplAC82A
Christianity Today,US,right-center,rightcenter11,High,RC,https://www.christianitytoday.com/,UCnkIrEOb5yknIxeRo_8kDGw
Cincinnati Enquirer,US,right-center,leastbiased02,High,C,https://www.cincinnati.com/,UCyFdXnGDuzIO-LE-EyR2eEQ
Committee for a Responsible Federal Budget,US,right-center,rightcenter12,Veryhigh,RC,http://crfb.org/,UCiP0W9Jvwr8QwPTRjapEfHg
Columbus Dispatch,US,right-center,rightcenter06,High,RC,https://www.dispatch.com/,UCpGnvIUZbg994_gnmckILKg
Columbia Daily Herald,US,right-center,rightcenter09,High,RC,https://www.columbiadailyherald.com/,UCzzBuAmu7gRKom35yTRk2PA
Colorado Springs Gazette,US,right-center,rightcenter07,High,RC,https://gazette.com/,UCoEzcOKpqu__u2EgQxLs2mQ
Daily Press,US,right-center,rightcenter11,High,RC,https://www.dailypress.com/,UCT_Fj6Sbb2Kqm_kWubBdjpA
Daily Herald,US,right-center,rightcenter10,High,RC,https://www.dailyherald.com/,UC4Y2V22Eh5Kich7YjvXd0zA
Dallas Morning News,US,right-center,rightcenter06,High,RC,http://www.dallasnews.com/,UCACRim7l0tmc5lhNnDQyUvQ
Deseret News,US,right-center,rightcenter02,High,RC,https://www.deseret.com,UCP7SfUaCqZNYBwM6owHEHOw
Desert Sun,US,right-center,rightcenter12,High,RC,http://www.desertsun.com/,UCb31KETjCNrh5Bmq0Kvc-cQ
Detroit News,US,right-center,rightcenter05,,RC,https://www.detroitnews.com/,UCu_26Rfu2fo_exXS6rLethw
Downsizing the Federal Government,US,right-center,rightcenter03,High,RC,https://www.downsizinggovernment.org,
Ethnikos Kyrix,US,right-center,rightcenter05,Mixed,RC,https://www.ekirikas.com/,
Ethics and Public Policy Center (EPPC),US,right-center,rightcenter03,High,RC,https://eppc.org/,UChVLw41xEgAsaf3leQjD2Pg
FDD's Long War Journal,US,right-center,rightcenter05,High,RC,https://www.longwarjournal.org,UC3o_ZFEN9qfAJVglle8Mn8A
Faith Family America,US,right-center,rightcenter05,High,RC,http://www.faithfamilyamerica.com,
Firearms News,US,right-center,rightcenter01,High,RC,https://www.firearmsnews.com,UCkLUuG6dr_6xZOEjMLOVhoA
FitsNews,US,right-center,rightcenter05,MostlyFactual,RC,https://www.fitsnews.com/,UCyvwOhw3yQG6-EGwzx8sS6w
Fitch Ratings,US,right-center,rightcenter07,High,RC,https://www.fitchratings.com/,UCNuGnT25wotLZ0I-uIXfjxw
Forbes,US,right-center,rightcenter04,MostlyFactual,RC,https://www.forbes.com,UCmh7afBz-uWwOSSNTqUBAhg
Foreign Policy Research Institute,US,right-center,rightcenter03,MostlyFactual,RC,https://www.fpri.org/,UCYB1ercr0h50goIy2yEMvIA
Fort Bend Herald,US,right-center,rightcenter05,High,RC,http://www.fbherald.com/,UCgPWzimzNY_6ECyBqdY_qrQ
Foreign Policy Initiative,US,right-center,rightcenter06,High,RC,http://www.foreignpolicyi.org/,
Fort Worth Star Telegram,US,right-center,rightcenter04,High,RC,https://www.star-telegram.com/,UCs4TGanvFtdeg4E4Muggm9g
Fortune Magazine,US,right-center,rightcenter09,High,RC,http://fortune.com/,UCP2gdh7HfjgCoi8lO50dA5w
Foundation for Economic Education,US,right-center,rightcenter04,Mixed,RC,https://fee.org/,UCialsmUlTRABKPw31VDx1eQ
Franklin Center for Government and Public Integrity,US,right-center,rightcenter03,Mixed,RC,https://www.franklinnews.org,UCrz516XcbLZXwf4ZYIRZpGg
Fox Business,US,right-center,rightcenter03,MostlyFactual,RC,https://www.foxbusiness.com/,UCCXoCcu9Rp7NPbTzIvogpZg
Freedom Alliance,US,right-center,rightcenter11,High,RC,https://freedomalliance.org,UCRP7M3VukjWQ7pXYTJHtckQ
Freedom House,US,right-center,rightcenter08,High,RC,https://freedomhouse.org/,UCR4ofDRyrglH6X0x8rajF9w
Guns.com,US,right-center,rightcenter08,High,RC,https://www.guns.com/,UCO5IIlCZ9FZMM1tPC0rja0A
Greeley Tribune,US,right-center,rightcenter08,High,RC,https://www.greeleytribune.com,UC7MnTnQ-iSU_dqA3QvQoj7A
Heterodox Academy,US,right-center,rightcenter10,High,RC,https://heterodoxacademy.org,UCMg03HgM23qYC7TL2NM1F7g
High Point Enterprise,US,right-center,rightcenter08,High,RC,https://hpenews.com/,UC4RioddjHLDXjErUH1lpvhw
Honest Reporting,US,right-center,rightcenter04,High,RC,https://honestreporting.com/,UCxb2M5GmklFJxkRbH3pGM4Q
Idaho State Journal,US,right-center,rightcenter12,High,RC,https://www.idahostatejournal.com/,UCHpa7_JdLBaxRmUq1IL8dmg
Human Progress,US,right-center,rightcenter01,MostlyFactual,RC,http://humanprogress.org/,UCCL3e0CCHc1iCri5mcurV7w
Hoover Institution,US,right-center,rightcenter03,High,RC,https://www.hoover.org/,UCzWwWbbKHg4aodl0S35R6XA
In Homeland Security,US,right-center,rightcenter09,High,RC,https://inhomelandsecurity.com,
Inforum (The Forum of Fargo Moorhead),US,right-center,rightcenter09,High,RC,https://www.inforum.com,
InsideSources,US,right-center,rightcenter06,MostlyFactual,RC,http://www.insidesources.com,
Institute for Humane Studies,US,right-center,rightcenter11,High,RC,https://theihs.org/,UCbIFNy2NbvJXN5ZTrLgn-9A
Jewish Journal,US,right-center,rightcenter10,High,RC,https://jewishjournal.com/,UCtsbQFVuDxlLIALEG5iQo9w
Jewish News Syndicate (JNS),US,right-center,rightcenter05,High,RC,https://www.jns.org,UC24cdDLzkNJf2_CNNzdI-UQ
Just Facts,US,right-center,rightcenter06,MostlyFactual,RC,https://www.justfacts.com/,UCMvM7DtQvAketAwyJTuqHLQ
Just Facts Daily,US,right-center,right11,High,R,http://www.justfactsdaily.com/,
KATU2,US,right-center,rightcenter12,High,RC,https://katu.com/,UCmDTerxNU_gvCWLkIPkqghA
KUTV Salt Lake City,US,right-center,rightcenter08,High,RC,http://kutv.com/,UCFVUStJ4azXbWMhFO4yTELg
Laredo Morning Times,US,right-center,rightcenter10,High,RC,https://www.lmtonline.com,
Learn Liberty,US,right-center,rightcenter10,High,RC,http://www.learnliberty.org/,UCFJNcE0iHj7P6dhp5iCZRLg
Las Vegas Review Journal,US,right-center,rightcenter07,High,RC,http://www.reviewjournal.com/,UCKk6TkLfOoXs2T4vfvdGlnw
Lexington Institute,US,right-center,rightcenter09,High,RC,https://www.lexingtoninstitute.org/,UCZMGUbL-TwhRGF0FphSqvYg
Libertarianism.org,US,right-center,rightcenter05,High,RC,https://www.libertarianism.org,UC9ykPUyPtZyFlUUUZPb4q7w
Los Angeles Daily News,US,right-center,rightcenter12,High,RC,http://www.dailynews.com/,UCZ3-odjeVhSeXthoIihZcFw
Lubbock Avalanche Journal,US,right-center,rightcenter06,High,RC,https://www.lubbockonline.com/,UCL-snOhs2ADdIkCsCoqefCA
Mackinac Center for Public Policy,US,right-center,rightcenter02,MostlyFactual,RC,https://www.mackinac.org/,UCnIg-BMrs3yRxPOr8I3mrhg
Marginal Revolution,US,right-center,rightcenter09,High,RC,https://marginalrevolution.com/,UCnkEhPBMZcEO0QGu51fDFDg
MarketWatch,US,right-center,rightcenter11,High,RC,https://www.marketwatch.com/,UCPaSu8qnjJhF1vkXVOGojBQ
Mercatus Center,US,right-center,rightcenter04,High,RC,https://www.mercatus.org,UCKtFwcQCsl1ttW2CgOqFMUQ
MyNorthwest,US,right-center,rightcenter06,High,RC,http://mynorthwest.com,UCe9HXOhxQYkegxJjVKb1nyw
National Interest,US,right-center,rightcenter12,High,RC,https://nationalinterest.org/,UCRkT03yA1sf1lqHvBOz6UvQ
National Affairs Magazine,US,right-center,rightcenter09,High,RC,https://www.nationalaffairs.com,
Metabunk,US,right-center,Proscience,High,RC,https://www.metabunk.org/,UCF3UCTZiVg9wrIEzO7Om6jw
(New York) Observer,US,right-center,rightcenter03,High,RC,https://observer.com,
New York Post,US,right-center,rightcenter01,Mixed,RC,https://nypost.com/,UCrvhNP_lWuPIP6QZzJmM-bw
News Heist,US,right-center,rightcenter01,Mixed,RC,http://newsheist.com/,UCu8IFS9u0d9MAKAWnCmJ4kw
Northwest Arkansas Democrat Gazette,US,right-center,rightcenter12,High,RC,https://www.nwaonline.com/,UCW30UMsnqZGIjLyc91DWnSQ
News Gazette,US,right-center,rightcenter10,High,RC,http://www.news-gazette.com/,UCnDOlyvsDajQC71eotPbwaw
NJ1015.com,US,right-center,rightcenter03,High,RC,https://nj1015.com/,UCDkDKxDButZ3ltEDLjbe-_g
NTD TV (New Tang Dynasty),US,right-center,rightcenter04,Mixed,RC,https://www.ntd.com,UCgFP46yVT-GG4o1TgXn-04Q
Odessa American,US,right-center,rightcenter08,High,RC,http://www.oaoa.com,UCnL-Z_1qsRp6iCKw9eIIs0g
Open Doors,US,right-center,rightcenter05,Mixed,RC,https://www.opendoorsusa.org,UCQdya7nKDG5cjP5oDRIqEtg
Oregonian,US,right-center,rightcenter12,High,RC,https://www.oregonlive.com,UCEuMQ0H-7VYfox21BvmjjsQ
Omaha World Herald,US,right-center,rightcenter08,High,RC,https://www.omaha.com/,
Pacific Research Institute,US,right-center,rightcenter02,MostlyFactual,RC,https://www.pacificresearch.org/,UC948XYTk1SGyH6QHMLKu20g
Peninsula Daily News,US,right-center,rightcenter09,High,RC,http://www.peninsuladailynews.com/,UCyirpHoo1HYcJuwb6tolnmQ
Politisite,US,right-center,rightcenter06,High,RC,https://politisite.com/,UCheAz1o0VEYc9-G8W24B8ew
Post Bulletin,US,right-center,rightcenter12,High,RC,https://www.postbulletin.com/,UCcXWldkGVrfEUCJjKyvKgvQ
Pittsburgh Tribune Review,US,right-center,rightcenter09,High,RC,https://triblive.com/,UCgLk1q8n7VDB45ixQQYxseg
PolicyEd,US,right-center,rightcenter02,High,RC,https://www.policyed.org/,UCFKrfZXPHx5URnspnfM8lpQ
Pittsburgh Post Gazette,US,right-center,rightcenter11,High,RC,http://www.post-gazette.com/,UCdpmO_iQcng0wJPKzlPEnbg
PunchingBag Post,US,right-center,rightcenter03,High,RC,http://punchingbagpost.com/,UCJr72fY4cTaNZv7WPbvjaSw
R Street Institute,US,right-center,rightcenter08,High,RC,http://www.rstreet.org/,UCgb_ZUMEkHHVpmEXp4xTtEA
RealClearDefense,US,right-center,rightcenter07,MostlyFactual,RC,https://www.realcleardefense.com/,
Real Clear Investigations,US,right-center,rightcenter03,MostlyFactual,RC,https://www.realclearinvestigations.com/,
Real Clear Policy,US,right-center,rightcenter09,High,RC,https://www.realclearpolicy.com/,
Real Clear Politics,US,right-center,rightcenter06,MostlyFactual,RC,https://www.realclearpolitics.com,
Rasmussen Reports,US,right-center,rightcenter11,High,RC,http://www.rasmussenreports.com/,UCuVhBEqkZmnj1fXtnH3fJJA
RealClearReligion,US,right-center,rightcenter09,MostlyFactual,RC,https://www.realclearreligion.org,
Reason,US,right-center,rightcenter03,High,RC,https://reason.com/,UC0uVZd8N7FfIZnPu0y7o95A
Red River Valley News,US,right-center,rightcenter09,High,RC,http://www.valleynewslive.com/,UCqDsOEMBTH8Ypk84vaKsKrA
Remington Research Group,US,right-center,rightcenter12,High,RC,https://remingtonresearchgroup.com,
Salem Radio Network News (SRN News),US,right-center,rightcenter05,High,RC,http://www.srnnews.com/,UCdiCMfpu2LbOiJFHBpu38pQ
Richmond Times Dispatch,US,right-center,rightcenter07,High,RC,https://www.richmond.com/,UCs7JOfbJVlXrcoypLczuP6Q
San Bernardino Sun,US,right-center,rightcenter09,High,RC,https://www.sbsun.com,UClkh00cS2e23tzFeJv7toPg
Savannah Morning News,US,right-center,rightcenter08,High,RC,https://www.savannahnow.com/,UCBK33ZTtAmmhcGI-dcx__fw
SOFREP,US,right-center,rightcenter07,High,RC,https://sofrep.com/,UCtlq3zO5hWiyIJpVA32lzww
Tallahassee Democrat,US,right-center,rightcenter11,High,RC,http://www.tallahassee.com/,UCNKXyYLaeOJIAnuzBbLbS0Q
Student Daily News,US,right-center,rightcenter07,High,RC,https://www.studentnewsdaily.com/,
The Algemeiner Journal,US,right-center,rightcenter03,High,RC,https://www.algemeiner.com/,UCdrTcG5tK06ogMP2L-hwtlw
Tax Foundation,US,right-center,rightcenter07,High,RC,http://taxfoundation.org/,UCVGk9z58zJ57ArZr-RAEB4g
The American Interest,US,right-center,rightcenter07,High,RC,https://www.the-american-interest.com/,UCe_STWr6nn1KHYcGaws9-2w
The American Conservative,US,right-center,rightcenter01,High,RC,https://www.theamericanconservative.com,UCiM2qJsoY5oNZuYrh3pZAsg
The Augusta Chronicle,US,right-center,rightcenter01,High,RC,https://www.augustachronicle.com,UCcrG933TDF3BkXVEqsT2Xiw
The Bulwark,US,right-center,rightcenter04,High,RC,https://thebulwark.com/,UCG4Hp1KbGw4e02N7FpPXDgQ
The Brunswick News,US,right-center,rightcenter07,High,RC,https://thebrunswicknews.com/,UCTssH-0WTg5PQ8KLHyqi_fA
The Daily Citizen (Dalton),US,right-center,rightcenter11,,RC,http://www.daltondailycitizen.com/,
The Durango Herald,US,right-center,rightcenter11,,RC,https://durangoherald.com,UC8QHop3Ut95cK33qHjw2BvQ
The Dispatch,US,right-center,rightcenter05,High,RC,https://thedispatch.com/,
The Fiscal Times,US,right-center,rightcenter10,High,RC,http://www.thefiscaltimes.com/,UCzwSb-fVho1Dvj3KrPpdnKw
The Elkhart Truth,US,right-center,rightcenter11,,RC,https://www.elkharttruth.com,UCfPOKr9jBi9wQQw1l9gZkIw
The EC Journal,US,right-center,rightcenter10,,RC,https://www.theecjournal.com/,
The Gazette (Cedar Rapids),US,right-center,rightcenter07,,RC,http://www.thegazette.com/,UC_t6tXTFcj_dIeSVRQvfYjw
The Jack News,US,right-center,rightcenter09,,RC,https://www.thejacknews.com,
The Independent Institute,US,right-center,rightcenter08,MostlyFactual,RC,https://www.independent.org/,UCtMWEs-0VzhOboqaGomEHuQ
The Jewish Press,US,right-center,rightcenter09,,RC,http://www.jewishpress.com/,UC817X0RyyD6_23S9nHFoQlA
The Ledger,US,right-center,rightcenter09,,RC,https://www.theledger.com,UCICLmTpt9B-NbIFhWIImXSg
The Libertarian Republic,US,right-center,rightcenter03,MostlyFactual,RC,https://thelibertarianrepublic.com/,UCKIe7ZwFLSeI5YLZdb11fpg
The New Atlantis,US,right-center,rightcenter09,,RC,http://www.thenewatlantis.com/,UCcM5PbOX5yEmVFHKPQr7eBg
The Objective Standard,US,right-center,rightcenter03,,RC,https://www.theobjectivestandard.com,UCpdeDfan0-HO8LkAX5ln2eA
The Oklahoman,US,right-center,rightcenter06,High,RC,https://oklahoman.com/,UC3yh5vp9HPyUPzDWy46K0sA
The Post Journal (Jamestown New York),US,right-center,rightcenter12,,RC,https://www.post-journal.com,UCG_layMj8Ky5O-hGmVc4Wzw
The Spectator (USA),US,right-center,rightcenter01,High,RC,https://spectator.us,UCuDd0PKzHTrr6CDbAvxdWhg
The Smoking Gun,US,right-center,rightcenter11,,RC,http://www.thesmokinggun.com/,
The Sorrentino,US,right-center,rightcenter01,,RC,https://www.thesorrentino.com,
The Spokesman Review,US,right-center,leastbiased10,High,C,https://www.spokesman.com/,UCZxnJTRtX2sS9lQTM1r8Ubg
The Press Enterprise,US,right-center,rightcenter07,High,RC,http://www.pe.com/,UCfMntUU-LSzF7Xz3SAtKXsA
The Times Herald (Port Huron),US,right-center,rightcenter09,,RC,https://www.thetimesherald.com,
The Sumter Item,US,right-center,rightcenter01,,RC,https://www.theitem.com/,UChIZpAvWW9dT7pWbtcZCHcw
TheStreet,US,right-center,rightcenter11,High,RC,https://www.thestreet.com/,UCp6aBHRM6ZS_kLeC57HV4kg
Washington Institute for Near East Policy,US,right-center,rightcenter02,,RC,https://www.washingtoninstitute.org,UCOdJpr1AewUbpmwsLWR0qOA
The Winchester Star,US,right-center,rightcenter05,,RC,https://www.winchesterstar.com,
Times News (Pennsylvania),US,right-center,rightcenter11,,RC,https://www.tnonline.com,UCGm2ccJFnn96L0X04Gy0TQQ
Topeka Capital Journal,US,right-center,rightcenter11,,RC,http://www.cjonline.com/,UC52pck1qTRF9NSVJu-mnnqA
Toledo Blade,US,right-center,rightcenter12,,RC,http://www.toledoblade.com/,UCVlBwPjw5MSwZ0wlx_vnDzg
Tulsa World,US,right-center,rightcenter07,,RC,http://www.tulsaworld.com/,UCYNkLAftqsda2W3KKE6tvYg
ValueWalk,US,right-center,rightcenter07,,RC,http://www.valuewalk.com/,
Watchdog.org,US,right-center,rightcenter03,,RC,http://watchdog.org/,
Wall Street Journal,US,right-center,rightcenter01,MostlyFactual,RC,https://www.wsj.com/,UCK7tptUDHh-RYDsdxO1-5QQ
Waterbury Republican American,US,right-center,rightcenter06,High,RC,https://www.rep-am.com/,UCLIokvRJ3Xy_pHyl5vDQNJA
West Central Tribune,US,right-center,rightcenter09,High,RC,https://www.wctrib.com/,
Wichita Eagle,US,right-center,rightcenter12,,RC,http://www.kansas.com/,UC5lKJCWHxy9nORbFL_E4iTQ
Williamsport Sun Gazette,US,right-center,rightcenter08,,RC,https://www.sungazette.com,UCTNBsRjjyKleBg9CK-PUNBA
Willoughby News Herald,US,right-center,rightcenter09,High,RC,https://www.news-herald.com/,UC6SJSO67LowuVBdqPCcRo1g
WPEC - CBS12.com,US,right-center,rightcenter12,,RC,https://cbs12.com,UCsIzhRSKbRtvBGsiLHfcGOA
Yankee Institute for Public Policy,US,right-center,rightcenter06,,RC,https://yankeeinstitute.org,UC3i3pVTTCa7Jjs1rbsGiqFQ
Zebra Fact Check,US,right-center,rightcenter10,,RC,https://www.zebrafactcheck.com,UCsaMf7GbAHnIlYAJ1AXBu0w
2ndVote,US,right,right02,Mixed,R,https://2ndvote.com/,UCcJDTHi0Sc3HjdVKDyMf1aQ
Abort73,US,right,right01,Mixed,R,https://abort73.com,UCqmNXuT6zlHpz3mCdXVCohw
Accuracy in Academia (AIA),US,right,right03,Mixed,R,https://www.academia.org,UCqiHC28K1smyyR2-lSAs93w
Accuracy in Media (AIM),US,right,right01,Mixed,R,https://www.aim.org,
Acting Man,US,right,right06,Mixed,R,http://www.acting-man.com/,
America First Action SuperPAC,US,right,right01,Mixed,R,https://www.a1apac.org,UCAGtCgFHMcOD3Qxu6ybjoFA
AMAC (Association of Mature American Citizens),US,right,right04,Mixed,R,https://amac.us/,UC0rOC7oWR4FQelzGEEBOLmg
America Rising PAC,US,right,right06,Mixed,R,https://americarisingpac.org/,UC6TL-zZdR4ppx9wjCTQL3JA
American Consequences,US,right,right06,Mixed,R,https://americanconsequences.com,UC_SrPDpA4xKV55Z5AclcQbw
American Center for Law and Justice (ACLJ),US,right,right01,Mixed,R,https://aclj.org/,UC0AvY8x1GqGIst1C4yygXWw
American Foreign Policy Council (AFPC),US,right,right10,MostlyFactual,R,https://www.afpc.org/,UCo-aEGE4X7zJW-8i385PKBg
American Enterprise Institute,US,right,right07,Mixed,R,https://www.aei.org/,UCt8lRYpzb-sSrKFb4DT2ECw
Americans for Prosperity,US,right,right02,Mixed,R,https://americansforprosperity.org/,UC-JY5LuDM2wzN8cd5ubvRsg
American Greatness,US,right,right02,Mixed,R,https://amgreatness.com,
American Legislative Exchange Council (ALEC),US,right,right06,Mixed,R,https://www.alec.org,UCqT2O_5CC-qJU2ZzYvNmwNw
American Liberty Report,US,right,right05,Mixed,R,https://www.americanlibertyreport.com/,
American Spectator,US,right,right05,Mixed,R,https://spectator.org/,UCETvTnnDut4ioV97kJtzA4A
Ami Magazine,US,right,right05,MostlyFactual,R,http://www.amimagazine.org/,UCjEqFqDEzMlDN3SSh6ytXRA
Ammoland,US,right,right06,MostlyFactual,R,https://www.ammoland.com,UCoCGNTrAcKIe03x2SmQ9-rQ
Arizona Daily Independent,US,right,right06,Mixed,R,https://arizonadailyindependent.com,
Armstrong Economics,US,right,right07,Mixed,R,https://www.armstrongeconomics.com,UCaoSDiNkFmGQfvhvZMWxOHw
Bearing Arms,US,right,right04,Mixed,R,https://bearingarms.com/,UCnMIPuOvKQDLZDk0a7KS13w
The Badger Institute,US,right,right07,Mixed,R,https://www.badgerinstitute.org/,UCa8XNo46nAN-A93ErJjLhHA
Axiom News Network,US,right,right02,Mixed,R,http://axiomnewsnetwork.com,UCe5NDnDSVOoIEYi9GN60uzA
