RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
42.998147038,Socialist,Anti-SJW,YouTube,YouTube,C,C
143709.791954766,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,C,L
21993.813280044,Black,Unclassified,YouTube,YouTube,L,C
1312.236267277,Unclassified,Black,YouTube,YouTube,C,L
851.999881219,Anti-SJW,Social Justice,YouTube,YouTube,R,C
34108.498479181,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,C,L
36.467169838,Social Justice,Anti-theist,YouTube,YouTube,C,C
592.221043774,Unclassified,Anti-SJW,YouTube,Missing Link Media,C,R
4138.265423454,Unclassified,Unclassified,Mainstream Media,YouTube,R,R
104235.221717185,Partisan Right,Unclassified,YouTube,Mainstream Media,R,R
189999.784264187,Anti-SJW,Center/Left MSM,Missing Link Media,Mainstream Media,R,C
15.778555962,Social Justice,Anti-SJW,Mainstream Media,Missing Link Media,L,R
11155.866262576,Unclassified,Unclassified,Mainstream Media,YouTube,R,L
27842.580470307,Partisan Left,,YouTube,,C,
2259.75774683,Black,Unclassified,YouTube,Mainstream Media,L,R
148.333563413,Unclassified,Social Justice,YouTube,YouTube,L,C
1980384.934602,QAnon,,YouTube,,R,
1040686.80930153,Center/Left MSM,,Missing Link Media,,C,
1463841.66642317,Religious Conservative,Partisan Right,Missing Link Media,Mainstream Media,R,R
526.17162498,Anti-theist,,YouTube,,R,
14349.830490608,Anti-theist,Social Justice,YouTube,Mainstream Media,C,L
18886.013324446,White Identitarian,Center/Left MSM,YouTube,Mainstream Media,R,L
59.991053574,Conspiracy,QAnon,YouTube,YouTube,C,C
311.117340166,White Identitarian,Anti-theist,YouTube,YouTube,R,C
19551.517765382,Partisan Right,Religious Conservative,Mainstream Media,YouTube,R,C
1109.466153614,Conspiracy,Religious Conservative,YouTube,Missing Link Media,C,R
7479.663942627,Libertarian,Social Justice,YouTube,Mainstream Media,C,L
73.922361136,Partisan Right,Unclassified,Mainstream Media,YouTube,C,C
11.267110948,Center/Left MSM,Social Justice,Missing Link Media,YouTube,L,L
935.712777658,Partisan Left,Social Justice,YouTube,Mainstream Media,C,L
33.533632599,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,R,C
1675.301433701,MRA,Partisan Left,YouTube,Mainstream Media,C,L
304.1774639,LGBT,Partisan Right,YouTube,YouTube,L,R
259227.391534785,Unclassified,Center/Left MSM,YouTube,Mainstream Media,R,C
450.050757532,Center/Left MSM,Social Justice,Mainstream Media,YouTube,L,C
19914.806737456,Anti-SJW,Unclassified,YouTube,YouTube,C,R
4492273.27352518,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,L,R
51961.726949254,Religious Conservative,Religious Conservative,Missing Link Media,YouTube,R,R
24906.308839576,Unclassified,Partisan Right,Mainstream Media,YouTube,R,R
606328.208423622,Partisan Left,Social Justice,YouTube,YouTube,L,L
50824.94066298,Black,Social Justice,YouTube,YouTube,C,L
82694.939471894,QAnon,Religious Conservative,YouTube,YouTube,R,R
20709165.6718332,Anti-SJW,,YouTube,,R,
3331.836974992,Social Justice,Anti-theist,YouTube,YouTube,L,C
23553.611815224,MRA,Social Justice,YouTube,YouTube,R,L
2861.450704399,MRA,Anti-SJW,YouTube,YouTube,C,C
3418.433810983,Partisan Left,Black,YouTube,YouTube,L,C
4813.617249055,Socialist,Anti-theist,YouTube,YouTube,L,C
61012.004999597,Libertarian,Anti-SJW,YouTube,YouTube,R,C
9669.236777084,Partisan Left,Anti-theist,YouTube,YouTube,L,L
7852845.46788415,Conspiracy,,YouTube,,R,
104.070144487,Anti-theist,QAnon,YouTube,YouTube,L,R
18.456212503,Socialist,Socialist,YouTube,YouTube,C,L
525.863004618,MRA,Partisan Right,YouTube,YouTube,C,R
4998.177914889,Libertarian,Religious Conservative,YouTube,Missing Link Media,R,R
13.807792998,LGBT,LGBT,YouTube,YouTube,L,C
1022.798847289,Libertarian,Religious Conservative,YouTube,YouTube,C,R
3636241.06356751,Conspiracy,Partisan Right,YouTube,Mainstream Media,R,R
0.0135008263,Unclassified,LGBT,YouTube,YouTube,C,C
3907.644518615,Partisan Right,Anti-SJW,Mainstream Media,Missing Link Media,R,R
47.945014726,Socialist,Anti-SJW,YouTube,YouTube,C,R
0.1063593685,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,L
80.166110213,Black,QAnon,YouTube,YouTube,L,R
0,Social Justice,QAnon,YouTube,YouTube,L,C
3344.685406466,Black,Unclassified,YouTube,Mainstream Media,C,R
153.538332836,Social Justice,Conspiracy,YouTube,YouTube,C,C
905.142809699,MRA,Conspiracy,YouTube,YouTube,R,C
556696.967224671,Partisan Right,,Missing Link Media,,R,
85726.323456474,White Identitarian,Partisan Right,YouTube,Mainstream Media,R,R
2343.132009205,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,L,C
8001.196483523,Black,Social Justice,YouTube,Missing Link Media,C,L
25033.215643766,MRA,Partisan Left,YouTube,Mainstream Media,R,L
112.281400027,Partisan Right,Social Justice,YouTube,Missing Link Media,C,L
316.365777743,Social Justice,Partisan Left,YouTube,Mainstream Media,C,L
379.448974154,Social Justice,Unclassified,YouTube,YouTube,C,L
2419.496735828,LGBT,,YouTube,,C,
30.992961755,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,L,L
923.603604835,Partisan Right,Anti-SJW,YouTube,YouTube,R,L
53403.999797354,Libertarian,Partisan Right,YouTube,Mainstream Media,C,R
13261.207123938,Religious Conservative,Unclassified,Missing Link Media,YouTube,R,R
1.288396526,Social Justice,Socialist,Mainstream Media,YouTube,L,C
0,Religious Conservative,Conspiracy,YouTube,YouTube,C,L
1457.751386737,Anti-SJW,MRA,Missing Link Media,YouTube,R,R
0.299986861,Unclassified,Partisan Right,YouTube,Mainstream Media,L,C
0,Unclassified,Partisan Right,Mainstream Media,Missing Link Media,L,R
1094.815321262,Partisan Right,Partisan Right,YouTube,YouTube,R,C
12.582984906,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
459.182155653,Black,Libertarian,YouTube,YouTube,L,C
156.610576985,MRA,Religious Conservative,YouTube,YouTube,C,R
75459.709442774,Social Justice,Center/Left MSM,YouTube,Missing Link Media,L,C
5340.491185869,Anti-theist,Partisan Right,YouTube,Mainstream Media,L,R
0.1209863908,Socialist,MRA,YouTube,YouTube,C,R
361.034490412,Partisan Left,Unclassified,YouTube,YouTube,C,R
785.181282595,Black,Center/Left MSM,YouTube,Missing Link Media,C,C
890702.733656748,Religious Conservative,Religious Conservative,Missing Link Media,Missing Link Media,R,R
651.823109999,Anti-theist,Social Justice,YouTube,Missing Link Media,L,L
10534.348690375,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,R,C
2.0436836,Anti-SJW,Conspiracy,YouTube,YouTube,C,L
890772.218644919,Partisan Left,Partisan Left,Mainstream Media,YouTube,L,L
7401.514842705,White Identitarian,Social Justice,YouTube,YouTube,R,L
1246.271037483,Conspiracy,Conspiracy,YouTube,YouTube,L,L
1152.070990212,MRA,Social Justice,YouTube,YouTube,C,L
0,Partisan Right,Anti-theist,Mainstream Media,YouTube,R,R
2406.74410655,Conspiracy,Partisan Right,YouTube,Mainstream Media,L,R
3905.396710833,Unclassified,Center/Left MSM,Mainstream Media,Missing Link Media,R,C
255.679008411,Social Justice,Anti-SJW,YouTube,Missing Link Media,L,R
1298.633359467,Black,Black,YouTube,YouTube,R,R
59.626907407,Black,Anti-SJW,YouTube,Missing Link Media,C,R
11.309500522,LGBT,Social Justice,YouTube,Mainstream Media,C,L
76.939846185,Black,Religious Conservative,YouTube,YouTube,C,C
96.414327381,LGBT,Center/Left MSM,YouTube,Mainstream Media,C,L
58.822121165,Socialist,Religious Conservative,YouTube,YouTube,L,C
511.821957524,Partisan Right,Black,Missing Link Media,YouTube,R,L
11.62046428,Conspiracy,Anti-theist,YouTube,YouTube,L,C
85.329110435,LGBT,Religious Conservative,YouTube,YouTube,L,R
18.882631629,Partisan Right,Anti-theist,YouTube,YouTube,C,C
16.175746908,Socialist,Partisan Right,YouTube,YouTube,L,C
1896.343248745,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,C,R
6.659462801,Black,Partisan Left,YouTube,YouTube,L,C
0.008916352357,Social Justice,QAnon,Missing Link Media,YouTube,L,C
42.36510477,MRA,Anti-SJW,YouTube,Missing Link Media,R,R
1.275904256,Anti-theist,Partisan Right,YouTube,YouTube,L,C
286.406218424,Religious Conservative,Libertarian,Missing Link Media,YouTube,R,C
1.121935199,Unclassified,Conspiracy,YouTube,YouTube,R,L
274.864987252,Anti-theist,Religious Conservative,YouTube,Missing Link Media,C,R
12.462626232,Unclassified,Conspiracy,YouTube,YouTube,L,L
3095.731944137,Religious Conservative,Center/Left MSM,Missing Link Media,Missing Link Media,R,C
0.5837201423,Conspiracy,Anti-theist,YouTube,YouTube,L,L
42.415957171,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,L,R
97.653532967,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,R,C
33184.956600853,QAnon,Partisan Right,YouTube,Mainstream Media,C,R
196.091495087,Religious Conservative,Partisan Left,Missing Link Media,YouTube,R,C
0,Unclassified,Anti-SJW,Mainstream Media,YouTube,R,L
35.991173734,Anti-SJW,Partisan Left,YouTube,YouTube,L,C
1341.340259175,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,L,C
0.9009532196,Partisan Left,Black,YouTube,YouTube,C,C
2.29465192,Social Justice,MRA,YouTube,YouTube,C,R
0.5819600744,Socialist,Religious Conservative,YouTube,YouTube,C,C
155.275202687,QAnon,Partisan Right,YouTube,YouTube,R,C
20.82217787,Social Justice,Social Justice,YouTube,Missing Link Media,C,L
5.735336056,Black,Anti-SJW,YouTube,YouTube,L,L
149.002141874,Anti-SJW,Unclassified,YouTube,Mainstream Media,C,L
2.461509761,Black,Center/Left MSM,YouTube,Mainstream Media,R,L
0.6761921836,Religious Conservative,QAnon,Missing Link Media,YouTube,R,C
0.001635297767,Anti-SJW,Conspiracy,Missing Link Media,YouTube,R,L
2.634269117,Conspiracy,Partisan Left,YouTube,Mainstream Media,C,C
0.541288853,Anti-theist,Social Justice,YouTube,YouTube,R,L
3.748388472,Partisan Right,Black,YouTube,YouTube,C,C
0.2634171811,Partisan Right,LGBT,YouTube,YouTube,R,C
0,Anti-SJW,Conspiracy,YouTube,YouTube,L,L
0.01234491315,Black,QAnon,YouTube,YouTube,C,C
0,Unclassified,QAnon,Mainstream Media,YouTube,R,C
0.9738971073,Unclassified,LGBT,YouTube,YouTube,L,C
4.907486886,Religious Conservative,MRA,YouTube,YouTube,C,R
0,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,C,C
322.600948348,QAnon,Unclassified,YouTube,YouTube,C,L
210.751186483,Partisan Right,Unclassified,YouTube,Mainstream Media,C,L
39.295338484,MRA,Religious Conservative,YouTube,YouTube,R,C
0,Black,QAnon,YouTube,YouTube,L,C
0.006816885236,Black,Social Justice,YouTube,Missing Link Media,R,L
0.07230637407,Libertarian,Black,YouTube,YouTube,R,R
0,Unclassified,Social Justice,Mainstream Media,YouTube,L,C
0,Anti-theist,QAnon,YouTube,YouTube,C,C
0.1668094045,Partisan Right,Anti-SJW,YouTube,YouTube,C,L
0.5045855589,Partisan Right,Black,Mainstream Media,YouTube,C,L
4.559443077,Black,Social Justice,YouTube,YouTube,R,L
2.089286067,Conspiracy,Partisan Left,YouTube,YouTube,L,C
10.881495325,LGBT,Social Justice,YouTube,YouTube,L,C
1.736615158,Partisan Right,Partisan Left,YouTube,YouTube,C,C
0.6010869181,Partisan Right,MRA,Mainstream Media,YouTube,C,R
0.3910634926,QAnon,Black,YouTube,YouTube,C,R
26.010059479,Conspiracy,Anti-SJW,YouTube,YouTube,L,L
241.524521055,Religious Conservative,Partisan Right,Missing Link Media,YouTube,R,C
0.01427533499,Socialist,LGBT,YouTube,YouTube,C,L
0,Social Justice,Black,Mainstream Media,YouTube,L,R
5.191265326,Unclassified,Unclassified,YouTube,Mainstream Media,R,L
2.509294572,Partisan Left,Religious Conservative,YouTube,YouTube,C,C
3.05702927,LGBT,Partisan Right,YouTube,Missing Link Media,C,R
44.283808933,Anti-SJW,MRA,Missing Link Media,YouTube,R,C
215.380947022,Religious Conservative,Unclassified,Missing Link Media,Mainstream Media,R,L
0,Partisan Left,Anti-SJW,Mainstream Media,Missing Link Media,C,R
0.001767990074,Partisan Right,Partisan Right,Mainstream Media,YouTube,C,C
1.041190434,Conspiracy,Anti-SJW,YouTube,Missing Link Media,L,R
0.2587141365,Socialist,Black,YouTube,YouTube,C,L
0.2215880893,Partisan Right,Partisan Right,YouTube,Mainstream Media,C,C
0.7640926551,QAnon,Conspiracy,YouTube,YouTube,C,L
0.01656062159,Social Justice,Unclassified,YouTube,Mainstream Media,C,L
0,Religious Conservative,Black,YouTube,YouTube,C,R
0,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,C,C
0.04342431762,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,L,L
0.6162755844,LGBT,Religious Conservative,YouTube,YouTube,C,C
0.01723914806,MRA,Partisan Right,YouTube,YouTube,C,C
0,Black,Anti-theist,YouTube,YouTube,R,L
0.001953852978,Anti-theist,Anti-SJW,YouTube,YouTube,R,L
8558.052818271,QAnon,Anti-SJW,YouTube,YouTube,C,C
20940.56798512,QAnon,Social Justice,YouTube,Mainstream Media,R,L
337543.679499667,Anti-theist,,YouTube,,C,
19254314.3423137,Partisan Left,,Mainstream Media,,L,
6473462.57591885,Unclassified,,YouTube,,C,
26655.632030387,Social Justice,,YouTube,,C,
792629.084660989,Unclassified,,YouTube,,L,
1534487.92682737,Black,,YouTube,,C,
9486.700782197,Anti-theist,Social Justice,YouTube,YouTube,C,L
5684.156990108,Libertarian,Partisan Right,YouTube,Missing Link Media,R,R
1060762.5948772,Unclassified,Partisan Left,YouTube,Mainstream Media,C,L
49022.241486881,Black,Social Justice,YouTube,Mainstream Media,C,L
3210.632377123,Conspiracy,QAnon,YouTube,YouTube,C,R
7343485.25131116,Unclassified,Unclassified,YouTube,YouTube,C,C
1336171.95917854,MRA,,YouTube,,R,
2624.385288388,Socialist,Conspiracy,YouTube,YouTube,L,C
3526.908600961,Social Justice,Conspiracy,YouTube,YouTube,L,R
57420.005848932,QAnon,Conspiracy,YouTube,YouTube,R,R
193940.012358627,Social Justice,Socialist,YouTube,YouTube,L,L
2768438.37094332,Socialist,Socialist,YouTube,YouTube,L,L
18360.933936451,Religious Conservative,,YouTube,,C,
59787.887436077,Religious Conservative,Partisan Left,YouTube,Mainstream Media,R,L
97224.038873015,Partisan Right,Conspiracy,YouTube,YouTube,R,R
8755.539568673,Conspiracy,Social Justice,YouTube,Missing Link Media,C,L
17564.481375491,Anti-theist,Partisan Left,YouTube,YouTube,C,L
150947.030689773,QAnon,Anti-SJW,YouTube,YouTube,R,R
10975.629760509,Partisan Right,Partisan Left,Missing Link Media,YouTube,R,L
6580.61466107,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,C,L
2519.821906919,Anti-SJW,Partisan Left,YouTube,YouTube,R,C
7095.586811562,Social Justice,Libertarian,Mainstream Media,YouTube,L,R
5633.336439754,Anti-theist,Socialist,YouTube,YouTube,L,L
5969.658888006,Conspiracy,,YouTube,,L,
62059.348989149,Social Justice,Anti-SJW,YouTube,YouTube,L,R
34341.061985097,Anti-SJW,Social Justice,YouTube,YouTube,C,L
123.748987557,Socialist,Socialist,YouTube,YouTube,L,C
46646.885829075,Black,Social Justice,YouTube,YouTube,L,L
33058.037303573,Partisan Left,Unclassified,YouTube,YouTube,L,R
7414.332061136,Partisan Left,Unclassified,YouTube,YouTube,C,C
6483.077501194,White Identitarian,Social Justice,YouTube,Mainstream Media,R,L
3655.031006836,White Identitarian,Social Justice,YouTube,Missing Link Media,R,L
929.771082666,MRA,Center/Left MSM,YouTube,Mainstream Media,C,L
9595.507648115,QAnon,Partisan Right,YouTube,Missing Link Media,R,R
1082.585267364,Anti-SJW,Unclassified,Missing Link Media,YouTube,R,L
3993.437541113,Unclassified,Anti-theist,YouTube,YouTube,C,C
195.266414962,LGBT,Anti-theist,YouTube,YouTube,L,C
6.087462023,Partisan Left,Conspiracy,YouTube,YouTube,C,C
1175.952186248,Unclassified,Black,YouTube,YouTube,L,C
43.733137903,Partisan Right,Socialist,YouTube,YouTube,R,C
10.469807063,Conspiracy,QAnon,YouTube,YouTube,L,R
491.360241977,Anti-SJW,Anti-SJW,YouTube,Missing Link Media,C,R
137.692070821,Conspiracy,Libertarian,YouTube,YouTube,C,C
7762.166612142,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,C,C
45.217119417,Anti-SJW,Partisan Right,YouTube,YouTube,C,C
256.055365962,Unclassified,LGBT,YouTube,YouTube,C,L
1541.915142628,Partisan Right,Partisan Left,Mainstream Media,YouTube,R,C
2426.85057515,Social Justice,Partisan Right,Missing Link Media,Missing Link Media,L,R
66.636374329,LGBT,Social Justice,YouTube,YouTube,C,L
23.968721005,Anti-SJW,QAnon,YouTube,YouTube,L,R
47.963628511,Social Justice,Religious Conservative,YouTube,YouTube,C,R
0,Unclassified,QAnon,YouTube,YouTube,C,C
1821.332082135,QAnon,Social Justice,YouTube,YouTube,C,L
3223227.60531165,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,R,C
193538.726574162,Conspiracy,Unclassified,YouTube,YouTube,C,C
3676.0558369,Conspiracy,Unclassified,YouTube,Mainstream Media,C,R
14141.83132257,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,C,C
11830.570015803,MRA,Socialist,YouTube,YouTube,R,L
435445.271245624,Conspiracy,Partisan Right,YouTube,YouTube,R,R
36826.579409242,MRA,,YouTube,,C,
1294692.48421903,Social Justice,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
746544.118320466,Anti-SJW,Libertarian,YouTube,YouTube,R,R
678954.972387082,Partisan Right,Center/Left MSM,YouTube,Mainstream Media,R,L
148972.924956049,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,R
5006947.22161679,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,L,L
334.783212497,Social Justice,Center/Left MSM,YouTube,Mainstream Media,C,C
724.914580348,,Anti-SJW,,YouTube,,R
78144.895941122,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,C
8896.794324085,Unclassified,Religious Conservative,YouTube,YouTube,C,R
321635.962480136,Social Justice,Partisan Left,Missing Link Media,YouTube,L,L
6874.723115591,White Identitarian,Socialist,YouTube,YouTube,R,L
3490.330556165,Anti-SJW,Social Justice,YouTube,YouTube,L,L
505.421491653,Conspiracy,White Identitarian,YouTube,YouTube,R,R
523.770977289,,Center/Left MSM,,Mainstream Media,,L
240.031792844,Social Justice,QAnon,Mainstream Media,YouTube,L,R
364.748215858,Partisan Right,Anti-SJW,YouTube,YouTube,C,C
958.697623569,Anti-SJW,LGBT,YouTube,YouTube,C,L
251.085786439,,Social Justice,,YouTube,,L
39211.4348181,Social Justice,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
1882.324837349,Black,Unclassified,YouTube,YouTube,C,R
24899.636903794,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,R
4476.718197728,Religious Conservative,Unclassified,YouTube,Mainstream Media,R,R
4858.38698029,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,C,R
53131.15659862,Religious Conservative,Social Justice,YouTube,Mainstream Media,R,L
5561.556395208,Religious Conservative,Socialist,Missing Link Media,YouTube,R,L
8857.872999084,Partisan Left,Partisan Right,Mainstream Media,Missing Link Media,L,R
29439.302712212,Unclassified,Social Justice,YouTube,Mainstream Media,R,L
83.493666367,MRA,Religious Conservative,YouTube,Missing Link Media,C,R
137.763118234,Social Justice,LGBT,Missing Link Media,YouTube,L,L
495.800231989,Partisan Right,Center/Left MSM,Mainstream Media,Mainstream Media,C,L
5627.939674174,Unclassified,Unclassified,YouTube,YouTube,R,L
114039.142248469,Anti-SJW,Social Justice,YouTube,Mainstream Media,C,L
164.17547067,Unclassified,MRA,YouTube,YouTube,L,R
201.976742672,Anti-SJW,Conspiracy,YouTube,YouTube,R,L
98621.829613864,Partisan Right,Social Justice,Mainstream Media,Missing Link Media,R,L
3854.312413722,Unclassified,Black,YouTube,YouTube,C,C
7442.899735275,LGBT,Socialist,YouTube,YouTube,L,L
2339.06898378,Partisan Right,Partisan Right,YouTube,Mainstream Media,R,C
9633.121396631,Partisan Left,Religious Conservative,Mainstream Media,Missing Link Media,L,R
724.708962642,Partisan Left,Unclassified,YouTube,YouTube,C,L
2306.391804303,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,L,C
1634.81714321,Religious Conservative,Partisan Right,YouTube,YouTube,C,R
1174.972102663,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,C,C
1797.33468952,Unclassified,Religious Conservative,YouTube,Missing Link Media,R,R
177.619406455,Partisan Right,Libertarian,Missing Link Media,YouTube,R,C
555.672032972,Anti-SJW,Black,YouTube,YouTube,C,C
6.730027618,Socialist,Social Justice,YouTube,Mainstream Media,C,L
342.855334433,Social Justice,Anti-theist,Mainstream Media,YouTube,L,C
2064.508650573,Unclassified,Partisan Right,YouTube,Missing Link Media,R,R
182.74020358,Religious Conservative,Libertarian,YouTube,YouTube,C,R
563.935936092,Conspiracy,Anti-SJW,YouTube,YouTube,R,L
8.123989952,Anti-theist,Center/Left MSM,YouTube,Mainstream Media,R,L
23.112128933,Partisan Right,QAnon,Mainstream Media,YouTube,R,C
55.003904459,Anti-theist,LGBT,YouTube,YouTube,C,L
39.662752806,Center/Left MSM,Black,Missing Link Media,YouTube,C,C
0.4938413555,Black,Socialist,YouTube,YouTube,C,C
21.669273803,Partisan Right,Conspiracy,YouTube,YouTube,R,L
0.975824665,Partisan Left,MRA,YouTube,YouTube,C,R
75.920437382,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,L,L
0,Religious Conservative,MRA,YouTube,YouTube,C,C
0.520290616,Partisan Right,QAnon,Mainstream Media,YouTube,C,R
87.261023826,Religious Conservative,Social Justice,YouTube,YouTube,R,C
3.513403571,Black,Conspiracy,YouTube,YouTube,C,L
220.62973847,Anti-SJW,Religious Conservative,YouTube,YouTube,L,R
2.683260434,Black,Anti-SJW,YouTube,Missing Link Media,L,R
9.829410653,Socialist,Anti-theist,YouTube,YouTube,C,C
189.392845062,MRA,LGBT,YouTube,YouTube,R,L
3.078024603,Partisan Left,Black,YouTube,YouTube,L,R
72.42409214,Partisan Right,White Identitarian,Missing Link Media,YouTube,R,R
150.427380546,QAnon,Social Justice,YouTube,YouTube,R,C
7.708539857,Partisan Left,Conspiracy,Mainstream Media,YouTube,C,C
19.142483551,LGBT,Religious Conservative,YouTube,Missing Link Media,L,R
124.190951595,Center/Left MSM,Partisan Left,Missing Link Media,Mainstream Media,L,L
48.054424469,Libertarian,Partisan Left,YouTube,Mainstream Media,R,C
2.447899626,Libertarian,Partisan Left,YouTube,YouTube,C,C
4.35198688,LGBT,White Identitarian,YouTube,YouTube,L,R
4.731696377,Center/Left MSM,Socialist,Missing Link Media,YouTube,L,L
2.86862236,Conspiracy,Partisan Right,YouTube,Mainstream Media,C,C
3111156.69226161,Social Justice,Partisan Left,YouTube,Mainstream Media,L,L
69.104494148,Unclassified,Socialist,YouTube,YouTube,C,C
17593.172353254,Anti-theist,Anti-SJW,YouTube,YouTube,C,C
2156.946970759,White Identitarian,Religious Conservative,YouTube,YouTube,R,R
7782.304461659,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,R,C
7304.321785366,MRA,Anti-SJW,YouTube,YouTube,C,R
4759.478440952,Anti-SJW,Black,YouTube,YouTube,R,L
1001.557585736,Partisan Right,Partisan Left,Mainstream Media,Mainstream Media,C,L
1685.750047957,Social Justice,LGBT,YouTube,YouTube,L,L
40680.180452424,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,C
5987.705530229,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,L,R
12720.468806874,Anti-SJW,Anti-theist,YouTube,YouTube,R,L
52565.725576552,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,R
2841.85865134,Libertarian,Conspiracy,YouTube,YouTube,C,R
40746.525892473,Partisan Left,Socialist,Mainstream Media,YouTube,L,L
446.941800608,Partisan Right,Libertarian,Mainstream Media,YouTube,R,C
7221.541718689,Anti-SJW,Black,YouTube,YouTube,R,C
2659.097780041,Partisan Right,Socialist,Missing Link Media,YouTube,R,L
298.876748056,Libertarian,Black,YouTube,YouTube,C,L
30189.395787353,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,C
483.748690643,MRA,Anti-theist,YouTube,YouTube,R,C
43195.662341354,Center/Left MSM,Libertarian,Mainstream Media,YouTube,L,R
10027.022779406,Partisan Left,Conspiracy,Mainstream Media,YouTube,L,R
254.168207458,Unclassified,Anti-SJW,YouTube,YouTube,C,L
84.043501542,Social Justice,MRA,YouTube,YouTube,L,C
95.776653823,Social Justice,Social Justice,YouTube,YouTube,C,L
405.712983287,LGBT,Social Justice,YouTube,Mainstream Media,L,L
1363.203320799,Anti-SJW,QAnon,YouTube,YouTube,C,R
23.692502475,Conspiracy,Black,YouTube,YouTube,C,R
849.073626693,Social Justice,MRA,Missing Link Media,YouTube,L,R
98891.16005472,Anti-SJW,Anti-SJW,YouTube,YouTube,L,L
2410.795013516,Partisan Left,Partisan Right,YouTube,Mainstream Media,C,R
27.290377713,Libertarian,Partisan Right,YouTube,YouTube,C,C
1.409246978,LGBT,MRA,YouTube,YouTube,C,R
0,,LGBT,,YouTube,,C
234.055815409,Libertarian,QAnon,YouTube,YouTube,C,R
2005.916357856,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,C,R
6760.415218887,Black,Unclassified,YouTube,YouTube,L,L
0.1108577171,Socialist,Black,YouTube,YouTube,C,C
92.586946482,Libertarian,Anti-theist,YouTube,YouTube,C,C
2.05050737,Social Justice,Partisan Right,Mainstream Media,Mainstream Media,L,C
209.186768241,Unclassified,LGBT,YouTube,YouTube,L,L
349.964448422,Partisan Left,Anti-SJW,Mainstream Media,YouTube,L,L
39.416364119,Anti-theist,Partisan Right,YouTube,Missing Link Media,L,R
1599.417088675,Anti-theist,Unclassified,YouTube,YouTube,L,R
0.5203898275,Social Justice,QAnon,YouTube,YouTube,C,R
12.359829829,Socialist,Libertarian,YouTube,YouTube,C,R
37.056094975,White Identitarian,Socialist,YouTube,YouTube,R,C
25.467120371,Anti-theist,MRA,YouTube,YouTube,C,C
128.47865621,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,L,R
269.71672495,Conspiracy,Social Justice,YouTube,YouTube,L,L
1711.475431434,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,L,C
1.775483921,Socialist,Conspiracy,YouTube,YouTube,L,L
0,Partisan Left,LGBT,Mainstream Media,YouTube,L,C
29.834791636,MRA,Anti-theist,YouTube,YouTube,C,C
14.761664743,Anti-theist,Anti-SJW,YouTube,Missing Link Media,C,R
0.008839950372,Partisan Right,Anti-theist,Mainstream Media,YouTube,C,L
371.659144251,Anti-theist,LGBT,YouTube,YouTube,L,L
181.355669965,Black,Social Justice,YouTube,YouTube,L,C
10.673533426,MRA,Socialist,YouTube,YouTube,R,C
183.605164354,QAnon,Religious Conservative,YouTube,Missing Link Media,C,R
123.298084165,Socialist,Partisan Left,YouTube,Mainstream Media,L,C
37.215280409,White Identitarian,Anti-SJW,YouTube,Missing Link Media,R,R
1.638050918,Anti-SJW,Social Justice,Missing Link Media,YouTube,R,C
38436.525869097,Black,Center/Left MSM,YouTube,Mainstream Media,L,L
