,Progress,Duration (in seconds),Finished,RecordedDate,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32
241,100,342,True,2022-10-11 22:28:30,,,34.3077,-118.4287,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every day,Always,"Yes, rarely","They were nothing offensive, just things I have no interest in like technology reviews or from Youtubers I don't want to watch like Jeffree Star.","I right click on the 3 little dots on the recommended video, and either press ""Not interested"" or ""Do not recommend channel"".",,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa250
242,100,559,True,2022-10-11 22:28:46,,,26.7173,-80.1247,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,Never,,,Usually it will let you click something that says stop recommending stuff like this. ,Video,Yes,,Yes,,3,2,Yes,,No,,1- not at all effective,No,,Yes,Yes,,4,No,,Yes,,4,aaaaaaaaaaaaaaaaaaaaa230
243,100,295,True,2022-10-11 22:28:52,,,33.5879,-117.6974,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Moderate,At least once every day,Always,"Yes, sometimes",Usually recommendations for main stream channels that I'm not interested in. Mainstream news etc.,I click the 3 dots and either tell youtube not to recommend the channel or that I'm not interested in the recommendation.,,video,Yes,No,,,3,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa259
244,100,332,True,2022-10-11 22:29:10,,,33.2487,-111.6343,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely","Ads about video games, usually containing sexual content",Click on the small button and choose to not show them again,,video,No,No,,,5- completely effective,2,Yes,No,,,2,Yes,No,,Yes,,4,Not sure,No,,,4,aaaaaaaaaaaaaaaaaaaaa253
245,100,419,True,2022-10-11 22:29:12,,,42.4261,-83.2514,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely",Carnivore diet followers pretty much.,I did not take any action because it was only mildly offensive to me.,,video,Yes,No,,,5- completely effective,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa243
246,100,741,True,2022-10-11 22:29:13,,,32.7611,-97.3318,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Liberal,At least once every day,Always,Never,,,I haven't taken any specific actions. Though i usually don't watch unwanted videos or offensive contents.,video,Yes,,Yes,,5- completely effective,5- completely effective,Yes,,Yes,,5- completely effective,No,,Yes,Yes,,4,Yes,,Yes,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa211
247,100,462,True,2022-10-11 22:29:40,,,39.7531,-84.2507,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, very frequently",They are often offensive or highly sexual content or it animals cruelty ,I didn't do anything other than get upset ,,Video,No,No,,,4,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa239
248,100,412,True,2022-10-11 22:29:41,,,29.7362,-95.4306,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every week,Most of the time,"Yes, sometimes",Music/Musical Artist videos,"I used the ""don't recommend"" or ""not interested"" button to remove and customize my recommended videos.",,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa248
249,100,355,True,2022-10-11 22:29:41,,,38.4799,-121.4451,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Rarely,"Yes, sometimes",Body types videos and comparing people. ,Refreshed my recommendations. ,,video,Yes,Not sure,,,2,2,Yes,Yes,,2,,Yes,Yes,,Yes,3,,No,Not sure,,,4,aaaaaaaaaaaaaaaaaaaaa256
250,100,574,True,2022-10-11 22:29:43,,,38.7741,-77.2385,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Conservative,At least once every day,Always,"Yes, rarely","If I am logged into youtube as usual, then some videos will be recommended that I would rather not have others see me viewing because they have scantily clad women in them.","Nothing, since the problem is when they are being recommended.",,video,Yes,No,,,5- completely effective,2,Yes,No,,,4,No,No,,Yes,,4,Not sure,No,,,4,aaaaaaaaaaaaaaaaaaaaa232
251,100,214,True,2022-10-11 22:29:46,,,38.5317,-89.9988,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely",Videos of people I don't like or are not interested in hearing about.,,,video,No,No,,,5- completely effective,5- completely effective,Yes,Not sure,,,3,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa275
252,100,242,True,2022-10-11 22:29:50,,,39.109,-77.2489,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, very frequently","Politics, racisim",I clicked not interested in the video ,,Video,Yes,Yes,,5- completely effective,,2,Yes,No,,,4,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,4,aaaaaaaaaaaaaaaaaaaaa271
253,100,236,True,2022-10-11 22:29:54,,,40.09,-75.0363,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, very frequently",Cringe reaction videos,"Clicked on the three dots and selected ""not interested"" and/or ""don't recommend channel""",,video,No,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,2,,Yes,Yes,,1- not at all effective,,aaaaaaaaaaaaaaaaaaaaa273
254,100,195,True,2022-10-11 22:30:02,,,46.9188,-96.8266,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very conservative,At least once every day,Always,"Yes, sometimes","Political, Soccer, People I don't care about",They have an option to remove recommendation and I clicked that and they said they would fix it,,video,Yes,Yes,,3,,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa281
255,100,488,True,2022-10-11 22:30:10,,,35.1936,-80.6865,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Black or African American,,Moderate,At least once every day,Always,"Yes, sometimes",black conservatives spewing anti-black talking points,clicked do not recommend,,video,No,No,,,3,2,Yes,No,,,3,Yes,No,,Yes,,4,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa241
256,100,293,True,2022-10-11 22:30:19,,,33.4602,-112.1334,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes",Political news,Nothing,,Video,No,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa269
257,100,285,True,2022-10-11 22:30:26,,,33.3825,-111.875,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every week,Rarely,"Yes, sometimes",Music,"Nothing, I just ignored them and kept on looking for what I wanted to watch",,video,No,No,,,4,2,No,No,,,2,No,No,,Yes,,1- not at all effective,No,No,,,2,aaaaaaaaaaaaaaaaaaaaa270
258,100,302,True,2022-10-11 22:30:27,,,37.7383,-122.4556,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Most of the time,"Yes, very frequently",Videos from Youtubers I find very annoying,I would x out of the video recommendation so it disappears from the page,,video,No,No,,,4,2,Yes,No,,,2,Yes,Yes,,Yes,3,,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa268
259,100,398,True,2022-10-11 22:30:29,,,38.3997,-81.582,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely",Got one a long time ago that was goriest motorcycle wrecks but that was before algorithms ,Didn't do anything about it,,video,No,No,,,5- completely effective,2,Yes,No,,,5- completely effective,No,No,,Yes,,5- completely effective,No,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa258
260,100,335,True,2022-10-11 22:30:53,,,40.5076,-78.3925,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every day,Most of the time,"Yes, rarely","Politics, music I don't like ",None. ,,Video,No,No,,,5- completely effective,2,Yes,No,,,Not sure,No,No,,Yes,,3,No,No,,,Not sure,aaaaaaaaaaaaaaaaaaaaa266
261,100,270,True,2022-10-11 22:31:01,,,34.0062,-117.4432,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Conservative,At least once every day,Most of the time,"Yes, sometimes","Some of them are just irrelevant to what I was searching, or feature offensive language unsafe for work.",I either left them alone or conducted a new search,,video,No,No,,,4,2,Yes,Yes,,3,,No,No,,Yes,,4,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa277
262,100,521,True,2022-10-11 22:31:07,,,38.4782,-122.7475,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Generally Fox News screeds or worse; animal blooper reels in which animals are mocked or treated poorly,I ignore them because YouTube is not going to remove any of them.,,video,No,No,,,4,2,Yes,Yes,,3,,No,No,,Yes,,3,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa246
263,100,365,True,2022-10-11 22:31:20,,,34.7448,-92.2883,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Conservative,At least once every week,Always,"Yes, sometimes",Usually came around to some political b.s. ,I didnt. Just scrolled past them,,Video,Yes,Yes,,3,,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa265
264,100,441,True,2022-10-11 22:31:50,,,36.175,-115.1372,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes","Home renovation, other uninteresting topics",,,video,Yes,Not sure,,,4,2,Yes,Yes,,3,,Yes,Yes,,Yes,3,,Not sure,No,,,4,aaaaaaaaaaaaaaaaaaaaa262
265,100,177,True,2022-10-11 22:31:51,,,38.544,-91.0155,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, rarely",Child porn,Report the video,,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,1- not at all effective,Yes,No,,,1- not at all effective,aaaaaaaaaaaaaaaaaaaaa294
266,100,190,True,2022-10-11 22:31:51,,,36.3125,-82.377,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Conservative,At least once every day,Always,"Yes, rarely",Suicide/severe mental health issues,I just scroll past,,video,Yes,No,,,3,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa292
267,100,804,True,2022-10-11 22:31:58,,,40.6713,-73.8943,anonymous,EN,I consent to participate in this survey,Associate degree,"Woman,Non-binary",,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely","Black abuse, disturbing animals, annoying youtubers",I did nothing it eventually went away,,video,Yes,No,,,5- completely effective,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,4,No,No,,,Not sure,aaaaaaaaaaaaaaaaaaaaa199
268,100,364,True,2022-10-11 22:32:05,,,36.0557,-94.1567,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every week,Most of the time,"Yes, very frequently",Videos of construction. Sometimes hunting videos,"Sometimes I will click ""Not interested""",,video,Not sure,No,,,2,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,No,,,3,aaaaaaaaaaaaaaaaaaaaa274
269,100,308,True,2022-10-11 22:32:10,,,40.4725,-79.9109,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes","examples: music videos for music I don't like, content about celebrities that I never find interesting at all",I did not take any actions.  I just ignore them. ,,video,No,No,,,Not sure,2,Yes,No,,,2,No,No,,Yes,,Not sure,No,No,,,Not sure,aaaaaaaaaaaaaaaaaaaaa283
270,100,341,True,2022-10-11 22:32:25,,,40.0982,-83.158,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Half of the time,"Yes, sometimes",Videos I find boring like music video commentary,I logged out of my account,,video,No,No,,,3,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,2,aaaaaaaaaaaaaaaaaaaaa278
271,100,322,True,2022-10-11 22:32:50,,,40.8596,-73.9316,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every day,Always,"Yes, sometimes","Relationships, Celebrities, Movies, Random Reactions, Community Posts","I click on the ""Not Interested"" button or the ""Don't Recommend This Channel"" button.",,video,Not sure,No,,,2,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa286
272,100,1100,True,2022-10-11 22:33:15,,,47.6722,-122.1257,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, rarely",animals being abused or just in a dangerous situation that humans have forced them into.,Nothing usually might down vote or dislike. Scrolling away or closing the page how I deal with it,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,Not sure,,No,Yes,,Yes,Not sure,,No,No,,,Not sure,aaaaaaaaaaaaaaaaaaaaa204
273,100,704,True,2022-10-11 22:33:39,,,42.3575,-83.2162,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Conservative,At least once every week,Most of the time,"Yes, sometimes",Anime and political videos ,I just skipped the recommendations,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,3,,Yes,Yes,,Yes,4,,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa240
274,100,335,True,2022-10-11 22:33:48,,,41.4694,-81.8541,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Conservative,At least once every day,Always,"Yes, rarely",The videos were on topics that I was not at all interested in,I scrolled past the recommended video,,video,No,No,,,4,2,Yes,No,,,3,Yes,No,,Yes,,4,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa289
275,100,611,True,2022-10-11 22:33:53,,,42.314,-88.997,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, very frequently",I get a large variety and even though I don't watch I keep getting recommended lots of the same videos over and over for months on end.,I just skip over them.,,video,No,No,,,3,2,Yes,No,,,3,No,No,,Yes,,3,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa244
276,100,684,True,2022-10-11 22:34:13,,,33.1452,-97.0699,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, rarely",Videos from Right Wing Extremists ,In some instances I may flag something but usually I just try to avoid keywords that brought it up in the algorithm. ,,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,No,Not sure,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa249
277,100,319,True,2022-10-11 22:34:15,,,35.6206,-77.3944,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Conservative,At least once every week,Most of the time,"Yes, sometimes",Health related,Closed it,,Video,Yes,Yes,,4,,2,No,No,,,1- not at all effective,No,No,,Yes,,1- not at all effective,No,No,,,1- not at all effective,aaaaaaaaaaaaaaaaaaaaa295
278,100,520,True,2022-10-11 22:34:35,,,40.7957,-77.8618,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Conservative,At least once every day,Most of the time,"Yes, rarely",Random music videos of songs I've never heard before with very few views. Some had very suggestive thumbnails.,"None, I hoped the algorithm would eventually take the videos out of my recommendations ",,video,Yes,No,,,2,2,Yes,No,,,3,No,No,,Yes,,3,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa272
279,100,509,True,2022-10-11 22:34:53,,,42.9178,-85.6995,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Comedy/gaming videos,"I clicked the options and selected ""do not recommend this video""",,video,No,No,,,2,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa276
280,100,447,True,2022-10-11 22:34:53,,,33.0326,-96.7859,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, sometimes",homeopathic medicine,I just ignored,,video,Yes,Yes,,4,,2,Yes,No,,,3,No,No,,Yes,,3,Not sure,Not sure,,,2,aaaaaaaaaaaaaaaaaaaaa287
281,100,3059,True,2022-10-11 22:35:08,,,43.492,-112.0592,anonymous,EN,I consent to participate in this survey,Associate degree,"Woman,Non-binary",,"American Indian or Alaskan Native,Asian or Asian American,White",,Liberal,At least once every week,Most of the time,"Yes, rarely","Bloody violence, sexual content",Dismiss the video and select why I’m not interested from the multiple-choice,,video,No,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,5- completely effective,,Yes,Not sure,,,4,-1
282,100,276,True,2022-10-11 22:35:16,,,37.5172,-121.9191,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Asian or Asian American,,Moderate,At least once every day,Always,"Yes, sometimes","Usually about video games, tv shows, movies, educational, or funny clips.",Either remove it from my recommended or block certain creator.,,video,Yes,Yes,,3,,2,Yes,No,,,2,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa299
283,100,479,True,2022-10-11 22:35:33,,,29.5422,-95.3212,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Most of the time,"Yes, sometimes",Mostly videos that display beliefs or political leanings that I do not agree with.,"I would ignore them mostly but for some I would click the 3 dots next to the video and click, ""Not Interested"".",,video,Yes,Yes,,3,,2,Yes,No,,,4,Yes,Yes,,Yes,4,,Yes,No,,,3,aaaaaaaaaaaaaaaaaaaaa288
284,100,1528,True,2022-10-11 22:35:56,,,40.7977,-124.1565,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Less than half of the time,"Yes, sometimes",Not much offends me so mostly videos that are just off-topic or not interesting to me.,I usually ignore them. I might search a bit to take the algorithm in the direction I want it to go.,,video,No,No,,,3,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa176
285,100,799,True,2022-10-11 22:36:11,,,36.1682,-115.2166,anonymous,EN,I consent to participate in this survey,Bachelor degree,Non-binary,,Prefer to self-describe,Multiracial,Moderate,At least once every day,Always,"Yes, very frequently","Racism, xenophobia, conspiracy theories, woke content, scams",Click the burger menu button on the videos saying that I am not interested in either that particular video or that channel.,,video,Yes,Yes,,3,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,2,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa251
286,100,938,True,2022-10-11 22:36:29,,,32.8489,-96.9667,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Always,"Yes, sometimes","Offensive language in title or video, others were just very socially unacceptable you could tell from titles or the image shown",i hit the thumbs down or deleted it or both.,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,2,,No,No,,Yes,,4,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa235
287,100,474,True,2022-10-11 22:36:36,,,30.3471,-97.7649,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Asian or Asian American,,Liberal,At least once every week,Always,"Yes, sometimes","Uninteresting, irrelevant such as day-in-the-life or reviews I wasnt interested in seeing","Hit the three dots to the right side of the video title and click ""not interested""",,video,Yes,No,,,3,2,Yes,No,,,4,Yes,Yes,,Yes,4,,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa293
288,100,578,True,2022-10-11 22:36:53,,,30.4132,-87.3138,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Liberal,At least once every week,Always,"Yes, sometimes",Sometimes You Tube recommends certain types of music that I am not interested in,I just ignored them,,"""video""",No,No,,,4,4,Yes,No,,,2,No,No,,Yes,,3,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa285
289,100,912,True,2022-10-11 22:37:18,,,47.4902,-122.3004,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Conservative,At least once every day,Always,"Yes, sometimes",Mostly mainstream media or rap reaction videos or the black life perspective (I am not black).,I clicked dislike (if possible) or the X in the video section that closes the section out.,,video,No,No,,,1- not at all effective,2,Yes,Yes,,2,,No,No,,Yes,,3,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa242
290,100,500,True,2022-10-11 22:37:25,,,37.423,-122.1639,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every week,Most of the time,"Yes, rarely",NSFW,"None, ignored",,video,No,No,,,5- completely effective,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa296
291,100,604,True,2022-10-11 22:38:57,,,29.397,-94.9203,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every week,Always,"Yes, rarely",A conservative right leaning woman video ,I clicked to not get any more videos like that,,video,Yes,Yes,,5- completely effective,,5- completely effective,Yes,Yes,,4,,Yes,Yes,,Yes,4,,No,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa282
292,100,787,True,2022-10-11 22:40:14,,,36.102,-115.1447,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Political news videos,"I have a TamperMonkey script called ""YT: not interested in one click"" that allows me to either choose to not recommend video or not recommend channel in one click. I usually choose the latter because the videos are from fake/stolen channels",,video,No,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,Not sure,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa284
293,100,653,True,2022-10-11 22:40:19,,,36.5802,-121.8443,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Liberal,At least once every day,Always,Never,,,I will report the AD,video,Yes,,Yes,,3,2,Yes,,No,,2,Yes,,Yes,Yes,,5- completely effective,Not sure,,Yes,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa297
294,100,489,True,2022-10-11 22:40:55,,,42.415,-71.0527,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Always,"Yes, rarely","It wasnt that the video was offensive, just that it was sports relates and not something id be interested in",Just clicked the “x” and chose “do not show similar video recommendations in the future”,,Video,Yes,No,,,4,2,Yes,No,,,3,Yes,No,,Yes,,4,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa298
295,100,879,True,2022-10-11 22:41:27,,,33.672,-117.7402,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Asian or Asian American,,Moderate,At least once every day,Always,"Yes, sometimes","Some videos are just things I am not interested in, e.g., related to video games or pranks"," Imostly just ignore them, but if they keep showing up i will make as uninterested",,video,Not sure,No,,,3,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa280
296,100,2293,True,2022-10-11 22:41:39,,,38.0076,-85.6921,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, very frequently",mostly content from meme channels (spinning rat videos to name an example),I clicked on the thumbnail and requested for videos like that one to not be recommended to me.,,video,No,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa145
297,100,1171,True,2022-10-11 22:44:33,,,32.6065,-117.058,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely","The video's were political videos degrading people of certain race, or videos about degrading women",I put not interested on the videos recommended to me each time it popped up,,video,Yes,No,,,5- completely effective,2,Yes,Yes,,3,,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa264
298,100,1146,True,2022-10-11 22:44:35,,,40.8565,-74.1231,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Moderate,At least once every day,Always,"Yes, sometimes",Videos that included not necessarily NSFW content. But a NSFW title (sometimes the thumbnail).,I just ignored them and made sure not to click on those videos anymore. I only open those videos in an incognitive tab now. I feel like ever since my recommendations have been cleaner.,,video,Yes,Not sure,,,4,2,Yes,No,,,3,Not sure,No,,Yes,,4,No,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa267
299,100,1140,True,2022-10-11 22:47:18,,,30.0182,-95.4091,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Moderate,At least once every day,Always,Never,,,"I would use the ""Do not recommend"" feature to stop receiving such videos, and downvote the video",video,Yes,,No,,1- not at all effective,2,Yes,,Yes,,2,Yes,,Yes,Yes,,2,Yes,,Yes,,3,aaaaaaaaaaaaaaaaaaaaa291
300,100,1242,True,2022-10-11 22:47:21,,,39.018,-77.539,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely",Racist PragerU videos,I clicked not interested,,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa279
301,100,1803,True,2022-10-11 22:47:33,,,33.4793,-112.3121,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every day,Most of the time,"Yes, sometimes","Pro-gun, against abortion, Donald Trump related videos",I just clicked on do not recommend again.,,video,No,No,,,3,2,Yes,Yes,,5- completely effective,,No,No,,Yes,,5- completely effective,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa220
302,100,328,True,2022-10-11 22:48:20,,,39.2124,-76.8776,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes","Racist videos, ",Usually nothing. Sometimes I choose not interested in video or channel.,,video,No,No,,,Not sure,2,Yes,No,,,2,Yes,Not sure,,Yes,,3,Yes,Not sure,,,3,aaaaaaaaaaaaaaaaaaaaa162
303,100,1301,True,2022-10-11 22:50:05,,,35.0221,-80.5318,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every day,Always,Never,,,i would just click on the 3 three dots on the video and pick not interested ,video,Yes,,Yes,,4,2,Yes,,Yes,,4,Yes,,Yes,Yes,,4,Yes,,Yes,,4,aaaaaaaaaaaaaaaaaaaaa290
304,100,1918,True,2022-10-11 22:50:13,,,25.8153,-80.3577,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Liberal,At least once every week,Always,"Yes, rarely",I watch a lot of beauty videos so a lot thats not my type gets recommended,nothing,,video,No,No,,,4,2,Yes,No,,,Not sure,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa222
