StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32,Q42,Random ID
2022-10-11 21:33:30,2022-10-11 21:40:03,IP Address,66.227.165.213,100,392,True,2022-10-11 21:40:03,R_3DegH8OdpDQhYGE,,,,,42.271,-85.542,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Most of the time,"Yes, rarely","It was usually disinformation about history, or openly not safe for work content.","I use the option to make the algorhithm not recommend content like that in the future, I also sometimes check the channel, and if most of the channel's content is of the same nature, I usually block recommendations from the whole channel as well.",,video,Yes,Yes,,4,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,3,,60f5d68c9b6838e7659f53af,,64519
2022-10-11 21:32:53,2022-10-11 21:40:17,IP Address,71.198.75.131,100,443,True,2022-10-11 21:40:17,R_2E50NpAQvBc1vvU,,,,,36.6704,-121.6592,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, sometimes","youtubers that were controversial, topics concerning murder/crimes",I usually click the kebab menu and click 'not interested' so it or relating videos don't show up anymore,,video,Yes,No,,,1- not at all effective,2,Yes,No,,,2,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,5e574f393e26c90f2b47b96c,,85156
2022-10-11 21:32:53,2022-10-11 21:41:03,IP Address,98.114.244.70,100,490,True,2022-10-11 21:41:04,R_0AsnEPGnsZUo0k9,,,,,40.1578,-75.1236,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes",Political videos or videos with violence in them,Click the not recommend button,,video,Yes,No,,,3,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,Yes,,3,,5c11e1f0aa52ac000106ab81,,52195
2022-10-11 21:35:58,2022-10-11 21:41:40,IP Address,104.34.202.52,100,341,True,2022-10-11 21:41:40,R_qEi0xGCQ21DWcyl,,,,,34.1806,-118.4575,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Liberal,At least once every week,Most of the time,"Yes, very frequently","I was recommended reaction videos, clips containing spoilers for tv shows or movies ",I blocked the accounts and reported videos,,"Video ",No,No,,,3,2,Yes,Yes,,2,,No,No,,Yes,,4,No,No,,,4,5c67d039755ed2000170a774,,40773
2022-10-11 21:36:13,2022-10-11 21:43:41,IP Address,68.42.51.80,100,448,True,2022-10-11 21:43:42,R_2SwCjz4O9HTXob8,,,,,30.4566,-84.3223,anonymous,EN,I consent to participate in this survey,Less than high school degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes",Just uninterested in these videos,"If it's in subscriptions, I hide it. Otherwise, just ignore it",,video,No,No,,,4,2,Yes,No,,,2,Yes,Yes,,Yes,4,,No,No,,,4,62d5dd5dc11b253b5adcd544,,13851
2022-10-11 21:39:17,2022-10-11 21:43:52,IP Address,208.191.212.211,100,275,True,2022-10-11 21:43:52,R_1imo8n5LYq6sDuI,,,,,30.4132,-87.3138,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Always,"Yes, rarely",Politics,"Clicked on the not interested option ",,Video,Yes,No,,,2,2,Yes,No,,,3,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,5- completely effective,61005f9d9c8f86e0a548b11f,,18727
2022-10-11 21:33:58,2022-10-11 21:43:58,IP Address,104.218.65.20,100,599,True,2022-10-11 21:43:58,R_3O2F6rddkcJi9w3,,,,,40.8035,-96.651,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Liberal,At least once every day,Always,Never,,,I would look for the help section to try to find out how to remove it,video,No,,Yes,,5- completely effective,2,Yes,,Not sure,,2,No,,Yes,Yes,,4,No,,Yes,,4,5fc54a4839204604d13affd5,,27667
2022-10-11 21:37:05,2022-10-11 21:44:00,IP Address,98.34.54.128,100,414,True,2022-10-11 21:44:00,R_126efX6d6oEP0Y1,,,,,41.972,-87.7596,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes","videos with thumbnails of someone with their mouth open. clickbait. politics. ","i click on the little dots and press don't recommend channel. ",,video,Yes,Yes,,Not sure,,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,58d9a79c33fef3000118abdf,,29822
2022-10-11 21:35:16,2022-10-11 21:44:42,IP Address,68.12.6.84,100,565,True,2022-10-11 21:44:42,R_VIi9VlsC1XJiHUB,,,,,35.5081,-97.6403,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes","wrestling,court videos,asmr","I either chose not interested, or don't recommend channel",,video,Yes,No,,,5- completely effective,2,Yes,Yes,,3,,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,5c969ae779a68c0001a16a72,,66912
2022-10-11 21:27:21,2022-10-11 21:44:52,IP Address,98.185.24.162,100,1050,True,2022-10-11 21:44:52,R_2fHuOuSwWvk9U8y,,,,,37.2555,-80.0531,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Moderate,At least once every day,Most of the time,"Yes, rarely",Gossip type videos,I didn't take any action,,video,No,No,,,5- completely effective,5- completely effective,Yes,No,,,3,Not sure,No,,Yes,,4,No,No,,,5- completely effective,58074104c314770001876e7b,,39920
2022-10-11 21:38:46,2022-10-11 21:45:05,IP Address,24.129.3.251,100,378,True,2022-10-11 21:45:05,R_qXuiuFHOo8LTuo1,,,,,30.0822,-81.5498,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Liberal,At least once every day,Always,"Yes, rarely",Sometimes I'll see a video spoiler of a tv show that I'm currently watching.,"I hovered over the video, clicked on the 3 dots and said I wasn't interested in these kind of videos.",,video,Yes,No,,,4,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,No,,,5- completely effective,60fdafa351f69e971e2e8d41,,10938
2022-10-11 21:38:10,2022-10-11 21:45:24,IP Address,159.250.218.234,100,434,True,2022-10-11 21:45:25,R_Y9MXWCcnZyV8p5n,,,,,41.3253,-72.2108,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every week,Always,"Yes, rarely","Triggering content, often things about mental health issues that are difficult for me to watch are suggested to me ","I always say not interested/hide this recommendation when i can ",,video,No,No,,,Not sure,2,Yes,No,,,2,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,5c6f00110b99a000018cc3c1,,12931
2022-10-11 21:40:16,2022-10-11 21:45:33,IP Address,70.44.186.124,100,317,True,2022-10-11 21:45:33,R_2Ys5HMozwc8Y3kT,,,,,40.6276,-75.6011,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every week,Always,"Yes, sometimes","Videos that show animals in unsafe situations- beached whales, trapped dogs, etc.","I click on the ""not interested"" or refresh the page so it's not in my view.",,video,Not sure,Not sure,,,1- not at all effective,2,Yes,Yes,,3,,Yes,Yes,,Yes,4,,Yes,Not sure,,,5- completely effective,60fce0e83002bd32a1a4cfa3,"You should specify the ""delete"" section in that it's in regards to watch history- if it is.",90213
2022-10-11 21:41:00,2022-10-11 21:45:34,IP Address,96.231.111.17,100,274,True,2022-10-11 21:45:35,R_25ME3olUKgtKeaT,,,,,38.6438,-77.3451,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Middle Eastern or Northern African,,Moderate,At least once every day,Always,Never,,,I would just ignore the unwanted content,video,No,,Yes,,4,2,Yes,,Yes,,2,No,,Yes,Yes,,4,No,,Not sure,,4,5cf21b7b2456d90001ee8e40,,64493
2022-10-11 21:37:32,2022-10-11 21:45:39,IP Address,107.77.231.51,100,486,True,2022-10-11 21:45:39,R_x4rE8bvGmwNdKDL,,,,,33.8737,-118.236,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Conservative,At least once every day,Always,"Yes, sometimes",The videos got very political and were geared more to supporting views I disagree with.,I hit the not interested button and marked them as not interested.,,video,Yes,Yes,,3,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,No,,,4,622ab357bb3af819f2e5df3b,Usually the not interested button is enough to remove the topic and any videos related to it.,89326
2022-10-11 21:40:29,2022-10-11 21:45:45,IP Address,172.58.35.114,100,315,True,2022-10-11 21:45:45,R_3GrglxaI5nySlG0,,,,,38.581,-121.4939,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Liberal,At least once every day,Always,"Yes, rarely",Just topics or content creators I’m not interested in watching,"I touch the “…” option and select not interested or don’t recommend channel. ",,video,Yes,No,,,3,2,Yes,No,,,4,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,5d89c4dd68f9d60001a21500,,23326
2022-10-11 21:40:57,2022-10-11 21:45:59,IP Address,73.190.125.225,100,301,True,2022-10-11 21:45:59,R_1CsCY7yGaV0sGJp,,,,,45.6073,-122.4147,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely",topics that werent interesting to me or my views.,I told youtube not to share these types of videos,,video,Yes,No,,,3,2,Yes,Yes,,3,,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,5ed59cc9cd38db128b0aaed4,,43451
2022-10-11 21:42:08,2022-10-11 21:46:16,IP Address,174.203.218.69,100,248,True,2022-10-11 21:46:16,R_Ap06tPjdmJOtl2p,,,,,35.0892,-80.8194,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes",Miscarriage story times,"I didn’t know I could do anything about it till now ",,Video,No,No,,,Not sure,2,Yes,No,,,3,No,No,,Yes,,Not sure,No,No,,,Not sure,60fcd60d78bd8e443ad7b4eb,,31823
2022-10-11 21:38:40,2022-10-11 21:46:21,IP Address,45.51.93.177,100,461,True,2022-10-11 21:46:21,R_2WJ3c9G0qn8DWfg,,,,,33.9339,-117.8854,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every week,Half of the time,"Yes, sometimes",speeches by Donald Trump,I didn't watch,,video,Yes,No,,,3,2,Not sure,Yes,,2,,Yes,Yes,,Yes,2,,No,No,,,2,6104d3fb963cc35cce54f983,,23224
2022-10-11 21:42:13,2022-10-11 21:46:50,IP Address,47.210.85.169,100,276,True,2022-10-11 21:46:50,R_28ZhvWm1nyqkOAH,,,,,32.5434,-93.7011,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, rarely",kids unboxing obviously forced by their parents,just ignored it,,video,No,Yes,,Not sure,,2,Yes,No,,,4,Yes,No,,Yes,,Not sure,No,Yes,,Not sure,,5c8d20607d2bbd0018884394,,57590
2022-10-11 21:43:39,2022-10-11 21:46:56,IP Address,47.204.131.231,100,197,True,2022-10-11 21:46:56,R_O3CpT3bruCKMS4h,,,,,28.3637,-82.6759,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Conservative,At least once every day,Always,Never,,,Watch more videos I would watch so more of those get recommended,video,Yes,,Yes,,5- completely effective,2,Yes,,Yes,,4,No,,Yes,Yes,,4,No,,Yes,,5- completely effective,5e651a304eb006294c9164ea,,65076
2022-10-11 21:45:00,2022-10-11 21:47:31,IP Address,24.14.118.25,100,151,True,2022-10-11 21:47:32,R_1F3Zh84Co4a75NI,,,,,41.9977,-88.6924,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Half of the time,"Yes, sometimes","racist events, violence",i just clicked on another video or flagged it,,video,No,No,,,4,2,Yes,No,,,4,Yes,Yes,,Yes,4,,No,No,,,3,5f9712fcce960e085a40cffa,,15928
2022-10-11 21:42:51,2022-10-11 21:47:36,IP Address,50.83.44.67,100,285,True,2022-10-11 21:47:36,R_2YMuupPNsRJLWRg,,,,,41.4946,-90.5675,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every week,Most of the time,"Yes, rarely","crime, dark themes, drama ","ignore them, or select that i am not interested",,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,4,,61077f900efcda0962649f9e,NA,99096
2022-10-11 21:43:03,2022-10-11 21:47:48,IP Address,73.241.2.0,100,284,True,2022-10-11 21:47:48,R_1Qh19XR7ztSpD48,,,,,37.6538,-122.4257,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Always,"Yes, rarely",I do not like having videos recommended to me where the thumbnails creep me out/are scary or where I do not care for the topic of the video,"I click on the 3 dots next to the video and click either ""Not Interested"" or ""Don't recommend channel""",,video,Yes,Yes,,Not sure,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,61672728d4ad3f70cc6a0199,,46238
2022-10-11 21:44:27,2022-10-11 21:47:57,IP Address,104.13.95.197,100,209,True,2022-10-11 21:47:57,R_3HMISVnCs4gN2Nn,,,,,33.933,-84.604,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every week,Always,"Yes, sometimes",Stuff thats not related to the content i just watched,Ignore them,,Video,No,Not sure,,,4,2,No,No,,,4,Yes,Yes,,Yes,4,,No,Not sure,,,4,5f4d0dea00dba59727e12865,,73846
2022-10-11 21:43:53,2022-10-11 21:48:39,IP Address,192.145.247.198,100,285,True,2022-10-11 21:48:39,R_sFrBoCWLhpUMpqN,,,,,44.0286,-91.6957,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Always,"Yes, rarely","pro trump videos, conspiracy theory videos",I used the do not recommend this channel option,,video,Yes,No,,,1- not at all effective,2,Yes,No,,,4,Yes,Yes,,Yes,3,,Yes,Yes,,4,,610a52093d19617ffeb7d888,,95162
2022-10-11 21:40:25,2022-10-11 21:49:13,IP Address,172.56.80.163,100,527,True,2022-10-11 21:49:13,R_3n9hs1I0odNxlQS,,,,,33.5594,-112.0902,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely","transgender, feminist, gen Z, fat acceptance type nonsense","Usually nothing, I just don't click on them, and if I accidentally did, I would just click back button",,video,No,No,,,4,2,Yes,No,,,1- not at all effective,No,No,,Yes,,4,No,No,,,4,62733b8ee687326d23d970ea,"Thanks for informing me of the don't recommend and delete buttons.  I've never used dislike because 1: instead of arguing, I prefer to walk away and 2: I believe I'd actually get more recommendations off of dislike because of the way social media feeds in to hate watching.  I don't want any of that in my life.  Come to think of it...now I'm beginning to be skeptical of the delete and don't recommend buttons.  ",11145
2022-10-11 21:46:19,2022-10-11 21:49:26,IP Address,24.237.203.56,100,187,True,2022-10-11 21:49:27,R_3MgJOEDdhPoleVz,,,,,61.1498,-149.8257,anonymous,EN,I consent to participate in this survey,Some college but no degree,Non-binary,,White,,Very liberal,At least once every day,Most of the time,"Yes, rarely",offensive social commentary,i will report the content if it violates any guidelines or select not interested,,video,No,No,,,3,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,No,,,4,60fd255a4f192c33c52c4f74,,45688
2022-10-11 21:40:09,2022-10-11 21:49:41,IP Address,172.58.219.244,100,571,True,2022-10-11 21:49:41,R_vOAyAsb00DfvNjb,,,,,42.415,-71.0527,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Very liberal,At least once every day,Most of the time,"Yes, sometimes","Recommendations for videos that are irrelevant to my interests, such as trending music artists or gamer videos ","I just scroll past without watching ",,Video,Yes,No,,,3,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,5f8bd2547e304030e36ecdb1,,59369
2022-10-11 21:39:49,2022-10-11 21:50:12,IP Address,24.63.228.91,100,622,True,2022-10-11 21:50:13,R_3L5RnC2Hg1neVeZ,,,,,42.7853,-71.0714,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,Never,,,remove from recomendations,video,Not sure,,Not sure,,5- completely effective,2,Yes,,Not sure,,4,Not sure,,Yes,Yes,,5- completely effective,No,,Not sure,,5- completely effective,55d60948db6a810013fa0d8e,,50240
2022-10-11 21:47:57,2022-10-11 21:50:54,IP Address,76.107.7.211,100,176,True,2022-10-11 21:50:54,R_4JIo4VwssEZCXZL,,,,,32.4644,-93.7207,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Moderate,At least once every day,Always,"Yes, rarely",I wasnt interested,click not interested,,video,Yes,No,,,2,3,Yes,Yes,,4,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,608a51c4f7ad9ed67d5c2aa5,,29511
